Player,Hall of Fame,Prediction,Prediction Correct,Prediction Confidence
Hal Newhouser,1,1,1,0.4004439983450372
Theodore Breitenstein,0,0,1,0.9990758002029446
Dazzy Vance,1,0,0,0.7770468757198976
Red Donahue,0,0,1,0.9975366343201613
Bill Donovan,0,0,1,0.9888563654199015
Ed Walsh,1,1,1,0.9975183985897472
Mark Langston,0,0,1,0.9984844363514432
Rube Waddell,1,0,0,0.6835293290304212
Bump Hadley,0,0,1,0.9992263687486695
George Bradley,0,0,1,0.998582389524874
Bob Shawkey,0,0,1,0.9666206317487578
Camilo Pascual,0,0,1,0.9985893941643953
Fernando Valenzuela,0,0,1,0.9990467550808302
Guy Hecker,0,0,1,0.998910204708597
David Cone,0,0,1,0.9847332517970603
Jack Chesbro,1,0,0,0.9497201389137132
Dave Stieb,0,0,1,0.9987592092675781
Jack Stivetts,0,0,1,0.9617999132021549
Al Spalding,0,0,1,0.5261840020265665
Ken Holtzman,0,0,1,0.9989706833247629
Bill Lee (leebi02),0,0,1,0.9984918494926228
Bob Lemon,1,0,0,0.9005584082886605
John Lackey,0,0,1,0.9990983346356216
Javier Vázquez,0,0,1,0.99545929204576
Steve Rogers,0,0,1,0.9990636865111032
Frank Viola,0,0,1,0.9993534006867159
Mike Moore,0,0,1,0.9994104197176501
Bob Caruthers,0,0,1,0.9377632952267568
Pedro Martínez,1,1,1,0.9993451706812747
Tommy Bridges,0,0,1,0.8809137924273353
Slim Sallee,0,0,1,0.9991538421709285
Howard Ehmke,0,0,1,0.9991693883179478
Frank Dwyer,0,0,1,0.9984704694699613
Mike Cuellar,0,0,1,0.9968629118899606
Mark Baldwin,0,0,1,0.9994650771308291
Dwight Gooden,0,0,1,0.9959958752132428
Bob Forsch,0,0,1,0.9992263687486695
Bill Doak,0,0,1,0.9973463768647599
Lon Warneke,0,0,1,0.9936630296059518
Earl Moore,0,0,1,0.9985465154123963
Mike Morgan,0,0,1,0.999093636082191
Mike Flanagan,0,0,1,0.999308558038341
Jesse Tannehill,0,1,0,0.5377428171961175
Red Ehret,0,0,1,0.9994650771308291
Roy Halladay,1,0,0,0.8538802280509097
Bert Cunningham,0,0,1,0.9989491356629994
A.J. Burnett,0,0,1,0.9991060552045953
Dave McNally,0,0,1,0.9985734722745612
Hippo Vaughn,0,0,1,0.9960477447399747
Félix Hernández,0,0,1,0.9984206140503012
Dizzy Trout,0,0,1,0.984392651917055
Tom Candiotti,0,0,1,0.9994650771308291
Guy Bush,0,0,1,0.9974077057215481
Kevin Millwood,0,0,1,0.9994650771308291
Claude Passeau,0,0,1,0.9989444923307387
Bill Sherdel,0,0,1,0.9993331031311751
Bob Knepper,0,0,1,0.9991000059103726
Art Nehf,0,0,1,0.9984182471906753
Danny MacFayden,0,0,1,0.9993383861789557
Rick Sutcliffe,0,0,1,0.999308558038341
Wilbur Wood,0,0,1,0.9991045552555476
Jim Slaton,0,0,1,0.9993331031311751
Virgil Trucks,0,0,1,0.9989328136407052
Urban Shocker,0,0,1,0.992660559788632
Ed Morris,0,0,1,0.9981561096050963
Vern Law,0,0,1,0.9991045552555476
Derek Lowe,0,0,1,0.9994650771308291
Mel Stottlemyre,0,0,1,0.9977808320762311
Sam Leever,0,0,1,0.9421283569071546
Burt Hooton,0,0,1,0.9992908707183897
John Burkett,0,0,1,0.9993534006867159
Tom Hughes,0,0,1,0.9981791680379537
Rube Walberg,0,0,1,0.9993331031311751
Sadie McMahon,0,0,1,0.9993194418026726
Ed Reulbach,0,0,1,0.9799581395088225
Dave Stewart,0,0,1,0.9988825298268937
Jack Taylor (tayloja02),0,0,1,0.9989035064903748
Wes Ferrell,0,0,1,0.9942746590242509
Rudy May,0,0,1,0.9988587887499208
James Shields,0,0,1,0.9990983346356216
Willis Hudlin,0,0,1,0.9993383861789557
Deacon Phillippe,0,0,1,0.9886276895858344
Jouett Meekin,0,0,1,0.9992145052557415
Kevin Appier,0,0,1,0.9993331031311751
Rick Rhoden,0,0,1,0.9992263687486695
Jimmy Key,0,0,1,0.9989247246744953
Bob Buhl,0,0,1,0.9992263687486695
Barry Zito,0,0,1,0.9992138205411012
Terry Mulholland,0,0,1,0.9993383861789557
Jesse Barnes,0,0,1,0.9992427143878484
Joe Coleman (colemjo05),0,0,1,0.9992138205411012
Harry Howell,0,0,1,0.9989720107985144
Bret Saberhagen,0,0,1,0.9467819206495173
Scott Sanderson,0,0,1,0.9991835008212568
Bill Gullickson,0,0,1,0.9993331031311751
Eddie Rommel,0,0,1,0.9955935105170156
Paul Splittorff,0,0,1,0.9993331031311751
Jeff Suppan,0,0,1,0.9988825298268937
Red Lucas,0,0,1,0.9983942137327735
Pretzels Getzien,0,0,1,0.9994650771308291
Doug Drabek,0,0,1,0.9992138205411012
Kyle Lohse,0,0,1,0.9992263687486695
Stan Bahnsen,0,0,1,0.9992138205411012
John Candelaria,0,0,1,0.9989875856483517
Ice Box Chamberlain,0,0,1,0.9982533200038379
Rube Benton,0,0,1,0.9992138205411012
Jim Clancy,0,0,1,0.9993331031311751
Frank Killen,0,0,1,0.9993194418026726
Andy Benes,0,0,1,0.9994650771308291
Lefty Gomez,1,0,0,0.9593741126374188
Steve Trachsel,0,0,1,0.9994498880023462
Ray Sadecki,0,0,1,0.9988177540071471
Steve Renko,0,0,1,0.9992263687486695
Sam McDowell,0,0,1,0.9987855838441468
Allie Reynolds,0,0,1,0.9912832357325222
Kevin Gross,0,0,1,0.9993534006867159
Win Mercer,0,0,1,0.9992145052557415
Hal Schumacher,0,0,1,0.9988159525606838
Ned Garver,0,0,1,0.9994650771308291
Ron Reed,0,0,1,0.9985619857165203
John Ward,1,0,0,0.9983249351336931
Bobby Witt,0,0,1,0.9992263687486695
Jim Lonborg,0,0,1,0.9993331031311751
Brad Radke,0,0,1,0.9992138205411012
Tim Belcher,0,0,1,0.9992138205411012
Mudcat Grant,0,0,1,0.9992908707183897
Eddie Lopat,0,0,1,0.9987992550601601
Bronson Arroyo,0,0,1,0.9988825298268937
Matt Kilroy,0,0,1,0.9992384811023829
Dan Haren,0,0,1,0.9989062459828233
Bruce Hurst,0,0,1,0.9994650771308291
Woodie Fryman,0,0,1,0.9993373133349556
Bob Rush,0,0,1,0.9993534006867159
Mike Caldwell,0,0,1,0.9989706833247629
Jeff Pfeffer,0,0,1,0.998144934556333
Larry Corcoran,0,0,1,0.9774544045108204
Ron Guidry,0,0,1,0.9429778360466908
Al Leiter,0,0,1,0.9988587887499208
Kid Gleason,0,0,1,0.9977800533560005
Floyd Bannister,0,0,1,0.9993534006867159
Ryan Dempster,0,0,1,0.9992099960609508
Mike McCormick,0,0,1,0.9990924639451058
Jake Peavy,0,0,1,0.9990983346356216
Nap Rucker,0,0,1,0.9922589837767178
Claude Hendrix,0,0,1,0.9987482346572253
Jon Matlack,0,0,1,0.9990314448415075
Scott Erickson,0,0,1,0.9994650771308291
Ron Darling,0,0,1,0.9994650771308291
Jimmy Ring,0,0,1,0.9992138205411012
Pedro Ramos,0,0,1,0.9993331031311751
General Crowder,0,0,1,0.9994650771308291
Tully Sparks,0,0,1,0.9992427143878484
Earl Hamilton,0,0,1,0.9993331031311751
Bob Groom,0,0,1,0.9992138205411012
Larry Dierker,0,0,1,0.9992268704063025
Thornton Lee,0,0,1,0.9990911742318163
Randy Wolf,0,0,1,0.9993534006867159
Addie Joss,1,1,1,0.8812945874508061
Curt Davis,0,0,1,0.9992908707183897
Chris Short,0,0,1,0.9989706833247629
Sandy Koufax,1,1,1,0.782602237303201
Aaron Harang,0,0,1,0.9993331031311751
Jack Coombs,0,0,1,0.9957772329448256
George Weidman,0,0,1,0.9989909548063428
Charlie Leibrandt,0,0,1,0.9994650771308291
Joe Nuxhall,0,0,1,0.9988825298268937
Bob Ewing,0,0,1,0.9991688488153627
Larry Benton,0,0,1,0.9994650771308291
George Cuppy,0,0,1,0.9896585691778803
Si Johnson,0,0,1,0.9991790824253531
Harry Staley,0,0,1,0.9989685027136975
Cy Falkenberg,0,0,1,0.9989035064903748
Frank Smith,0,0,1,0.9968032378894083
Ed Brandt,0,0,1,0.9993331031311751
Al Downing,0,0,1,0.9992411185995212
Mike Hampton,0,0,1,0.9988825298268937
George Mogridge,0,0,1,0.9994650771308291
Johnny Podres,0,0,1,0.9992138205411012
Kevin Tapani,0,0,1,0.9993534006867159
Freddy García,0,0,1,0.9987067002981714
Hoyt Wilhelm,1,1,1,0.9403914084288775
Don Newcombe,0,0,1,0.9977181936169964
Bob Smith,0,0,1,0.9993331031311751
Roy Oswalt,0,0,1,0.9559333197614688
Ray Caldwell,0,0,1,0.9989237076168371
Ed Whitson,0,0,1,0.9994650771308291
Harvey Haddix,0,0,1,0.9991351319559856
Kid Carsey,0,0,1,0.9994650771308291
Greg Swindell,0,0,1,0.9992138205411012
Jack Billingham,0,0,1,0.9988159525606838
Andy Messersmith,0,0,1,0.9970971282548202
Lefty Tyler,0,0,1,0.9988172549715891
Mark Gubicza,0,0,1,0.9992263687486695
Frank Kitson,0,0,1,0.9991385548582253
Chris Carpenter,0,0,1,0.9991758567387508
Schoolboy Rowe,0,0,1,0.9991455291518905
Fritz Peterson,0,0,1,0.9992302121855621
Clarence Mitchell,0,0,1,0.9988177540071471
Woody Williams,0,0,1,0.9994650771308291
Fred Toney,0,0,1,0.9987298412488971
Jon Lieber,0,0,1,0.9993781831612376
Pedro Astacio,0,0,1,0.9992263687486695
Dutch Leonard (leonadu01),0,0,1,0.9991990602306399
Todd Stottlemyre,0,0,1,0.9994650771308291
Mike Krukow,0,0,1,0.9994650771308291
Ray Burris,0,0,1,0.9993331031311751
Dennis Leonard,0,0,1,0.9989817424114014
Sid Hudson,0,0,1,0.9993331031311751
George Zettlein,0,0,1,0.9992145052557415
Tommy Thomas,0,0,1,0.9992138205411012
Mike García,0,0,1,0.9989822431822902
Bill Singer,0,0,1,0.9994650771308291
Joe Dobson,0,0,1,0.9994650771308291
Syl Johnson,0,0,1,0.999308558038341
Darryl Kile,0,0,1,0.9991060552045953
Frank Lary,0,0,1,0.9992138205411012
Rick Honeycutt,0,0,1,0.9993383861789557
Cliff Lee,0,0,1,0.9962244914921415
Harry Gumbert,0,0,1,0.9993331031311751
Dick Ellsworth,0,0,1,0.9994650771308291
Joaquín Andújar,0,0,1,0.9992263687486695
Aaron Sele,0,0,1,0.9993331031311751
Sonny Siebert,0,0,1,0.9992268704063025
Ken Raffensberger,0,0,1,0.999047280667855
Jon Garland,0,0,1,0.9993331031311751
Candy Cummings,0,0,1,0.998713772754978
John Denny,0,0,1,0.9993331031311751
Dean Chance,0,0,1,0.9988707354829204
Scott McGregor,0,0,1,0.9989706833247629
Lindy McDaniel,0,0,1,0.9985779993147107
Dock Ellis,0,0,1,0.9992138205411012
Ken Forsch,0,0,1,0.9991895289144351
Johnny Sain,0,0,1,0.9994650771308291
Dutch Ruether,0,0,1,0.9989170449579933
Mike Boddicker,0,0,1,0.9993331031311751
Don Cardwell,0,0,1,0.9994650771308291
Pat Dobson,0,0,1,0.9992263687486695
Rip Sewell,0,0,1,0.9991713862086571
Bob Purkey,0,0,1,0.9992263687486695
Van Mungo,0,0,1,0.9992138205411012
Pete Donohue,0,0,1,0.9992138205411012
Hooks Wiltse,0,0,1,0.9980705232187428
Nelson Briles,0,0,1,0.9993534006867159
Dick Ruthven,0,0,1,0.9992138205411012
Mike Witt,0,0,1,0.9992138205411012
Tom Gordon,0,0,1,0.9990580531952113
Howie Pollet,0,0,1,0.9991844253803042
Milt Gaston,0,0,1,0.9993534006867159
