O*NET-SOC Code,Title,Thinking Creatively Combined,Originality Combined,Fluency of Ideas Combined,Technology Design Combined,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment Combined"
31-9093.00,Medical Equipment Preparers,2.4261142857142857,1.2857142857142856,1.2857142857142856,1.0357142857142856,1.195
31-9094.00,Medical Transcriptionists,1.0765,1.1885714285714286,1.22,1.0020571428571428,1.0017285714285715
31-9095.00,Pharmacy Aides,2.124557142857143,1.1885714285714286,1.22,1.0549142857142857,1.398628571428571
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,1.8961,1.3571428571428572,1.4017857142857142,1.0942857142857143,1.1593142857142855
31-9097.00,Phlebotomists,1.9415714285714287,1.4179428571428572,1.4821428571428572,1.0549142857142857,1.361371428571429
31-9099.01,Speech-Language Pathology Assistants,2.9338,1.8914285714285717,1.8914285714285717,1.1071428571428572,1.0624
31-9099.02,Endoscopy Technicians,2.035557142857143,1.2857142857142856,1.5207142857142857,1.0549142857142857,1.446
33-1011.00,First-Line Supervisors of Correctional Officers,2.1517857142857144,1.6875,1.8571428571428568,1.0549142857142857,1.5614285714285714
33-1012.00,First-Line Supervisors of Police and Detectives,2.500857142857143,1.8914285714285717,2.023657142857143,1.0442857142857145,1.6788571428571428
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.758857142857143,2.044642857142857,2.25,1.12,1.8575
33-1091.00,First-Line Supervisors of Security Workers,2.174442857142857,1.6364285714285711,1.8328571428571427,1.0357142857142856,1.1205285714285715
33-2011.00,Firefighters,2.2366,1.6364285714285711,1.837942857142857,1.1339285714285714,1.496142857142857
33-2021.00,Fire Inspectors and Investigators,2.0182857142857142,1.8571428571428568,1.9085714285714288,1.1408,1.5518285714285711
33-2022.00,Forest Fire Inspectors and Prevention Specialists,2.2214,1.8571428571428568,1.7734857142857143,1.0942857142857143,1.4512857142857143
33-3011.00,Bailiffs,1.9730285714285716,1.197142857142857,1.231428571428571,1.0135714285714286,1.1511714285714283
33-3012.00,Correctional Officers and Jailers,2.4765571428571427,1.4017857142857142,1.7734857142857143,1.0664285714285715,1.440357142857143
33-3021.00,Detectives and Criminal Investigators,2.6309714285714287,1.9449142857142856,2.275,1.077942857142857,1.0893428571428572
33-3021.02,Police Identification and Records Officers,2.330171428571429,1.7734857142857143,1.8571428571428568,1.0549142857142857,1.4388999999999998
33-3021.06,Intelligence Analysts,3.145342857142857,2.06,2.2857142857142856,1.0664285714285715,1.0960857142857143
33-3031.00,Fish and Game Wardens,3.014428571428572,1.8057142857142856,1.8057142857142856,1.0803571428571428,1.2212
33-3041.00,Parking Enforcement Workers,2.341414285714286,1.3214285714285714,1.3214285714285714,1.0206285714285714,1.5757142857142856
33-3051.00,Police and Sheriff's Patrol Officers,2.2793142857142854,1.7857142857142856,1.8571428571428568,1.0664285714285715,1.2222
33-3051.04,Customs and Border Protection Officers,2.1227285714285715,1.5508,1.7734857142857143,1.0357142857142856,1.2229142857142856
33-3052.00,Transit and Railroad Police,1.9571428571428573,1.8571428571428568,1.8571428571428568,1.0442857142857145,1.1293142857142855
33-9011.00,Animal Control Workers,2.6497,1.6364285714285711,1.7200000000000002,1.0020571428571428,1.1885714285714286
33-9021.00,Private Detectives and Investigators,2.325028571428572,1.8914285714285717,1.9657142857142855,1.0549142857142857,1.1049142857142855
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.2321428571428568,1.3392000000000002,1.3785714285714286,1.0549142857142857,1.266657142857143
33-9032.00,Security Guards,2.574942857142857,1.3785714285714286,1.3785714285714286,1.0042857142857142,1.3570285714285717
33-9091.00,Crossing Guards and Flaggers,1.3591,1.1106285714285715,1.1106285714285715,1.0,1.0696
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.6869285714285716,1.2857142857142856,1.4017857142857142,1.0,1.1926428571428571
33-9093.00,Transportation Security Screeners,1.414,1.51,1.4928571428571429,1.0,1.0163428571428572
33-9099.02,Retail Loss Prevention Specialists,2.188,1.5892857142857142,1.6875,1.077942857142857,1.1511142857142858
35-1011.00,Chefs and Head Cooks,2.5021142857142857,2.3192,2.205357142857143,1.0664285714285715,1.4027571428571428
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.015257142857143,1.7200000000000002,1.8571428571428568,1.0357142857142856,1.408
35-2011.00,"Cooks, Fast Food",1.5523428571428572,1.2857142857142856,1.2857142857142856,1.0089285714285714,1.0744857142857145
35-2012.00,"Cooks, Institution and Cafeteria",1.5239428571428573,1.5785714285714287,1.51,1.0664285714285715,1.0222857142857142
35-2013.00,"Cooks, Private Household",2.4118,1.8914285714285717,2.0028571428571427,1.0664285714285715,1.014657142857143
35-2014.00,"Cooks, Restaurant",1.3489428571428572,1.467857142857143,1.5508,1.0,1.0217857142857143
35-2015.00,"Cooks, Short Order",1.350942857142857,1.231428571428571,1.3008,1.0020571428571428,1.035
35-2021.00,Food Preparation Workers,1.2051999999999998,1.22,1.22,1.0,1.0347428571428572
35-3011.00,Bartenders,1.9985714285714289,1.7385714285714284,1.7200000000000002,1.0357142857142856,1.0532285714285714
35-3023.00,Fast Food and Counter Workers,1.2569285714285714,1.25,1.268571428571429,1.0089285714285714,1.0146142857142857
35-3023.01,Baristas,1.6024,1.4542857142857144,1.5508,1.0271428571428571,1.059057142857143
35-3031.00,Waiters and Waitresses,1.58,1.268571428571429,1.32,1.0,1.0022285714285717
35-3041.00,"Food Servers, Nonrestaurant",1.6156428571428572,1.268571428571429,1.268571428571429,1.0803571428571428,1.0918
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.8585428571428573,1.25,1.302857142857143,1.0020571428571428,1.2114
35-9021.00,Dishwashers,1.2754,1.22,1.25,1.0,1.1742
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.3088571428571427,1.22,1.268571428571429,1.0,1.0675714285714286
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.218171428571429,1.5207142857142857,1.655,1.0206285714285714,1.649671428571429
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2.537,1.8057142857142856,1.8571428571428568,1.1257142857142857,1.9241142857142857
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2.151685714285714,1.3008,1.3008,1.0089285714285714,1.1202571428571428
37-2012.00,Maids and Housekeeping Cleaners,1.2975,1.268571428571429,1.268571428571429,1.0,1.0263571428571427
37-2021.00,Pest Control Workers,2.024914285714286,1.6875,1.7385714285714284,1.0549142857142857,1.1357714285714289
37-3011.00,Landscaping and Groundskeeping Workers,2.1526,1.268571428571429,1.268571428571429,1.0549142857142857,1.0150428571428571
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.0121571428571428,1.4179428571428572,1.4821428571428572,1.0206285714285714,1.1790428571428573
37-3013.00,Tree Trimmers and Pruners,1.9758571428571428,1.4017857142857142,1.4821428571428572,1.0549142857142857,1.2231
39-1013.00,First-Line Supervisors of Gambling Services Workers,1.3925285714285711,1.5614285714285714,1.5625,1.0535714285714286,1.0365142857142855
39-1022.00,First-Line Supervisors of Personal Service Workers,2.046828571428571,1.8571428571428568,1.8571428571428568,1.0549142857142857,1.1313714285714285
39-2011.00,Animal Trainers,2.9912714285714284,1.9842857142857144,1.9449142857142856,1.0803571428571428,1.0298285714285715
39-2021.00,Animal Caretakers,2.1361714285714286,1.268571428571429,1.28,1.0549142857142857,1.029
39-3011.00,Gambling Dealers,1.1242857142857143,1.28,1.3008,1.0020571428571428,1.0042857142857142
39-3012.00,Gambling and Sports Book Writers and Runners,1.435857142857143,1.25,1.3392000000000002,1.0,1.0456857142857143
39-3021.00,Motion Picture Projectionists,1.19,1.2857142857142856,1.268571428571429,1.0042857142857142,1.1572571428571428
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",1.3465285714285715,1.3571428571428572,1.3571428571428572,1.0,1.0212
39-3091.00,Amusement and Recreation Attendants,2.0163571428571427,1.2857142857142856,1.2857142857142856,1.0336571428571428,1.0664
39-3092.00,Costume Attendants,3.078228571428572,1.8914285714285717,1.9449142857142856,1.0549142857142857,1.2278571428571428
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",1.3375428571428571,1.0942857142857143,1.231428571428571,1.0,1.0099428571428573
39-4011.00,Embalmers,2.319842857142857,1.542142857142857,1.7200000000000002,1.1257142857142857,1.1024
39-4021.00,Funeral Attendants,1.4702142857142857,1.2036571428571428,1.335714285714286,1.0089285714285714,1.1051428571428572
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",2.645442857142857,1.8571428571428568,1.9085714285714288,1.0664285714285715,1.1742857142857144
39-5011.00,Barbers,2.830857142857143,1.5614285714285714,1.5625,1.0357142857142856,1.0142857142857142
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",2.7950285714285714,2.225714285714286,2.0028571428571427,1.1071428571428572,1.2392571428571428
39-5091.00,"Makeup Artists, Theatrical and Performance",3.6571,2.2928571428571427,2.2928571428571427,1.1071428571428572,1.15
39-5092.00,Manicurists and Pedicurists,1.5725714285714285,1.4906285714285716,1.3571428571428572,1.0942857142857143,1.131857142857143
39-5093.00,Shampooers,1.737428571428571,1.231428571428571,1.22,1.0206285714285714,1.123
39-5094.00,Skincare Specialists,2.261628571428571,1.7385714285714284,1.8571428571428568,1.0271428571428571,1.1161714285714286
39-6011.00,Baggage Porters and Bellhops,1.7911,1.394285714285714,1.4179428571428572,1.0089285714285714,1.134642857142857
39-6012.00,Concierges,2.843571428571429,1.8571428571428568,1.8571428571428568,1.0942857142857143,1.0714285714285714
39-7011.00,Tour Guides and Escorts,1.839742857142857,1.467857142857143,1.4249999999999998,1.0549142857142857,1.0039428571428572
39-7012.00,Travel Guides,2.967428571428572,1.9285714285714288,1.8728571428571428,1.1071428571428572,1.074957142857143
39-9011.00,Childcare Workers,2.393714285714286,1.7734857142857143,1.8571428571428568,1.0942857142857143,1.0169857142857144
39-9011.01,Nannies,2.563428571428571,1.9085714285714288,1.9085714285714288,1.1257142857142857,1.0150857142857144
39-9031.00,Exercise Trainers and Group Fitness Instructors,3.023857142857143,1.8571428571428568,1.8571428571428568,1.1071428571428572,1.0974285714285714
39-9032.00,Recreation Workers,3.2779428571428566,2.06,1.9449142857142856,1.1257142857142857,1.106242857142857
39-9041.00,Residential Advisors,2.1286,1.8057142857142856,1.8057142857142856,1.1106285714285715,1.061
41-1011.00,First-Line Supervisors of Retail Sales Workers,1.6894714285714283,1.8914285714285717,1.8914285714285717,1.1106285714285715,1.0085
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,2.252714285714286,1.9077714285714285,2.2928571428571427,1.0357142857142856,1.0382857142857145
41-2011.00,Cashiers,1.2811428571428571,1.2857142857142856,1.2857142857142856,1.0,1.046
41-2012.00,Gambling Change Persons and Booth Cashiers,1.3760285714285714,1.302857142857143,1.3785714285714286,1.0,1.4866714285714284
41-2021.00,Counter and Rental Clerks,1.8429571428571427,1.3785714285714286,1.4906285714285716,1.0664285714285715,1.2766285714285714
41-2022.00,Parts Salespersons,2.4459714285714287,1.625,1.6875,1.0357142857142856,1.601542857142857
41-2031.00,Retail Salespersons,1.9122285714285716,1.7036571428571428,1.7734857142857143,1.1257142857142857,1.0402
41-3011.00,Advertising Sales Agents,3.2507999999999995,2.086428571428572,2.2471428571428573,1.1408,1.0160714285714283
41-3021.00,Insurance Sales Agents,2.2445285714285714,1.75,1.8057142857142856,1.0803571428571428,1.0504
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",2.0974,1.8571428571428568,2.205357142857143,1.077942857142857,1.0044
41-3041.00,Travel Agents,1.8642,1.8571428571428568,2.0,1.0942857142857143,1.0817142857142856
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1.6355,2.0342857142857143,2.096342857142857,1.231428571428571,1.0079285714285715
41-4011.07,Solar Sales Representatives and Assessors,2.232028571428572,1.8571428571428568,1.8571428571428568,1.1734857142857142,1.7826
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2.657542857142857,1.8571428571428568,1.9449142857142856,1.0664285714285715,1.045942857142857
41-9011.00,Demonstrators and Product Promoters,1.9933,1.8057142857142856,1.75,1.1106285714285715,1.1521
41-9012.00,Models,2.3788,1.4542857142857144,1.3785714285714286,1.0357142857142856,1.0138285714285715
41-9021.00,Real Estate Brokers,2.4976000000000003,1.5614285714285714,1.655,1.0206285714285714,1.0186428571428572
41-9022.00,Real Estate Sales Agents,2.746642857142857,1.7385714285714284,1.8914285714285717,1.0549142857142857,1.0935
41-9031.00,Sales Engineers,2.812142857142857,2.275,2.4971428571428573,1.7200000000000002,1.4515857142857145
41-9041.00,Telemarketers,2.480457142857143,1.3785714285714286,1.4017857142857142,1.0089285714285714,1.0445714285714285
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.6821714285714284,1.8057142857142856,1.8057142857142856,1.0803571428571428,1.0020571428571428
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,2.387928571428571,2.1492,2.02,1.0442857142857145,1.0491428571428572
43-2011.00,"Switchboard Operators, Including Answering Service",1.1354714285714285,1.25,1.268571428571429,1.0,1.0054857142857143
43-2021.00,Telephone Operators,1.4618857142857145,1.22,1.22,1.0089285714285714,1.0886857142857145
43-3011.00,Bill and Account Collectors,1.4270285714285715,1.5614285714285714,1.5892857142857142,1.0,1.007542857142857
43-3021.00,Billing and Posting Clerks,1.4778285714285713,1.25,1.32,1.0135714285714286,1.014857142857143
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",1.5638285714285716,1.22,1.32,1.0020571428571428,1.0021857142857142
43-3041.00,Gambling Cage Workers,1.2964,1.3008,1.3392000000000002,1.0,1.0819
43-3051.00,Payroll and Timekeeping Clerks,1.7933285714285714,1.3392000000000002,1.3392000000000002,1.0206285714285714,1.028757142857143
43-3061.00,Procurement Clerks,1.6278142857142857,1.4435714285714285,1.6391999999999998,1.0357142857142856,1.0732857142857144
43-3071.00,Tellers,1.725142857142857,1.4017857142857142,1.6391999999999998,1.0271428571428571,1.1746
43-4011.00,Brokerage Clerks,1.3011285714285714,1.5508,1.5508,1.0,1.0000142857142855
43-4021.00,Correspondence Clerks,1.498342857142857,1.7385714285714284,1.8571428571428568,1.0089285714285714,1.0200571428571428
43-4031.00,"Court, Municipal, and License Clerks",1.5333142857142856,1.3571428571428572,1.5357142857142858,1.0535714285714286,1.0468
43-4041.00,"Credit Authorizers, Checkers, and Clerks",1.4178571428571427,1.3392000000000002,1.4017857142857142,1.0,1.0123
43-4051.00,Customer Service Representatives,1.6790000000000005,1.655,1.655,1.1106285714285715,1.134528571428571
43-4061.00,"Eligibility Interviewers, Government Programs",1.8112,1.5614285714285714,1.6875,1.0089285714285714,1.0069428571428571
43-4071.00,File Clerks,2.055871428571429,1.6714285714285717,1.822857142857143,1.0206285714285714,1.0696
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",1.7693714285714286,1.6391999999999998,1.8057142857142856,1.1106285714285715,1.0312
43-4111.00,"Interviewers, Except Eligibility and Loan",2.0197142857142856,1.4821428571428572,1.4435714285714285,1.0135714285714286,1.1033142857142857
43-4121.00,"Library Assistants, Clerical",2.0241,1.32,1.3392000000000002,1.0206285714285714,1.0091428571428571
43-4131.00,Loan Interviewers and Clerks,2.180771428571429,1.6364285714285711,1.8571428571428568,1.0803571428571428,1.0005
43-4141.00,New Accounts Clerks,1.3003857142857145,1.28,1.5508,1.0089285714285714,1.0054857142857143
43-4151.00,Order Clerks,1.9971285714285711,1.3571428571428572,1.5357142857142858,1.0089285714285714,1.1937
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",1.830514285714286,1.4821428571428572,1.7036571428571428,1.0664285714285715,1.0223714285714285
43-4171.00,Receptionists and Information Clerks,1.3489142857142855,1.394285714285714,1.5357142857142858,1.0,1.0261428571428572
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,1.5716571428571429,1.6875,1.7734857142857143,1.0357142857142856,1.0224
43-5011.00,Cargo and Freight Agents,1.9614,1.4017857142857142,1.4928571428571429,1.0206285714285714,1.5285714285714287
43-5011.01,Freight Forwarders,3.2422,1.6875,1.8571428571428568,1.0803571428571428,2.6343571428571426
43-5021.00,Couriers and Messengers,1.3503571428571428,1.335714285714286,1.28,1.0206285714285714,1.013742857142857
43-5031.00,Public Safety Telecommunicators,2.1811,1.7200000000000002,1.8571428571428568,1.0803571428571428,1.0698285714285714
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",1.822857142857143,1.6875,1.7385714285714284,1.0664285714285715,1.0504
43-5041.00,"Meter Readers, Utilities",1.5861142857142858,1.3571428571428572,1.32,1.0442857142857145,1.233942857142857
43-5051.00,Postal Service Clerks,1.4849285714285714,1.268571428571429,1.2857142857142856,1.0357142857142856,1.0684
43-5052.00,Postal Service Mail Carriers,1.1326857142857143,1.197142857142857,1.1785714285714286,1.0,1.0174142857142858
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.297414285714286,1.2036571428571428,1.25,1.0,1.09
43-5061.00,"Production, Planning, and Expediting Clerks",2.0782857142857143,1.5614285714285714,1.6875,1.1257142857142857,1.2925
43-5071.00,"Shipping, Receiving, and Inventory Clerks",1.7228571428571426,1.3392000000000002,1.5300000000000002,1.1106285714285715,1.1836
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.8289714285714287,1.3785714285714286,1.3392000000000002,1.0271428571428571,1.4257
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2.5015,1.8571428571428568,1.8571428571428568,1.0803571428571428,1.0235714285714286
43-6012.00,Legal Secretaries and Administrative Assistants,1.9297714285714287,1.5207142857142857,1.7200000000000002,1.0271428571428571,1.0070571428571429
43-6013.00,Medical Secretaries and Administrative Assistants,1.7722,1.2857142857142856,1.3392000000000002,1.0089285714285714,1.041828571428571
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.8742857142857143,1.2857142857142856,1.4285714285714286,1.0357142857142856,1.0250714285714286
43-9021.00,Data Entry Keyers,1.8685714285714288,1.2857142857142856,1.3808,1.0206285714285714,1.1244571428571428
43-9022.00,Word Processors and Typists,1.731542857142857,1.22,1.268571428571429,1.0942857142857143,1.0611142857142857
43-9031.00,Desktop Publishers,3.124,2.596342857142857,2.4732142857142856,1.22,1.1953
43-9041.00,Insurance Claims and Policy Processing Clerks,1.3666857142857145,1.3785714285714286,1.4691999999999998,1.0020571428571428,1.0005142857142857
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",1.5518,1.2857142857142856,1.2857142857142856,1.0089285714285714,1.1758857142857142
43-9061.00,"Office Clerks, General",1.6026,1.32,1.5,1.0206285714285714,1.0265714285714287
43-9071.00,"Office Machine Operators, Except Computer",2.097714285714286,1.3392000000000002,1.3392000000000002,1.0803571428571428,1.11
43-9081.00,Proofreaders and Copy Markers,1.3799,1.2036571428571428,1.231428571428571,1.0,1.0185714285714285
43-9111.00,Statistical Assistants,1.8688,1.8914285714285717,2.06,1.1257142857142857,1.0311857142857144
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1.9466714285714288,1.6942857142857144,1.8571428571428568,1.1734857142857142,1.4968
45-2011.00,Agricultural Inspectors,1.672,1.5785714285714287,1.655,1.0803571428571428,1.0408
45-2021.00,Animal Breeders,1.388842857142857,1.2363428571428572,1.25,1.0089285714285714,1.0160714285714283
45-2041.00,"Graders and Sorters, Agricultural Products",1.4747428571428571,1.0336571428571428,1.0178571428571428,1.0,1.0196571428571428
45-2091.00,Agricultural Equipment Operators,1.984114285714286,1.2208,1.3785714285714286,1.0357142857142856,1.2106571428571429
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2.0459428571428573,1.4628571428571429,1.4906285714285716,1.0535714285714286,1.282857142857143
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.6986571428571429,1.5207142857142857,1.4542857142857144,1.0206285714285714,1.233142857142857
45-3031.00,Fishing and Hunting Workers,2.6730857142857145,1.595,1.625,1.0535714285714286,1.348
45-4011.00,Forest and Conservation Workers,2.1121,1.4906285714285716,1.5625,1.0206285714285714,1.1188857142857145
45-4021.00,Fallers,1.0661142857142858,1.2825,1.2421428571428572,1.0,1.1404
45-4022.00,Logging Equipment Operators,2.194171428571429,1.3392000000000002,1.2857142857142856,1.0089285714285714,1.355714285714286
45-4023.00,Log Graders and Scalers,1.8492,1.4542857142857144,1.51,1.0206285714285714,1.299
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,2.491342857142857,1.837942857142857,1.8571428571428568,1.0535714285714286,2.0642
47-1011.03,Solar Energy Installation Managers,2.0771714285714284,1.837942857142857,1.8057142857142856,1.2036571428571428,2.194171428571429
47-2011.00,Boilermakers,1.6953714285714288,1.32,1.8571428571428568,1.0549142857142857,1.9325714285714288
47-2021.00,Brickmasons and Blockmasons,2.2006,1.4906285714285716,1.3785714285714286,1.0664285714285715,1.861257142857143
47-2022.00,Stonemasons,2.617257142857143,1.655,1.625,1.1408,1.8526
47-2031.00,Carpenters,2.498828571428571,1.8057142857142856,1.6665142857142858,1.0942857142857143,2.459714285714286
47-2041.00,Carpet Installers,1.8859142857142857,1.3785714285714286,1.51,1.0885714285714283,1.8022857142857145
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2.242,1.4959857142857145,1.4564285714285714,1.0135714285714286,1.5153142857142856
47-2043.00,Floor Sanders and Finishers,2.498,1.2857142857142856,1.3008,1.0206285714285714,1.7132285714285715
47-2044.00,Tile and Stone Setters,2.5947,1.7200000000000002,1.5785714285714287,1.0664285714285715,1.9825857142857144
47-2051.00,Cement Masons and Concrete Finishers,2.0865,1.32,1.3392000000000002,1.0803571428571428,1.5168
47-2053.00,Terrazzo Workers and Finishers,2.044,1.2857142857142856,1.4542857142857144,1.0206285714285714,1.7614285714285711
47-2061.00,Construction Laborers,2.3171714285714287,1.2857142857142856,1.3785714285714286,1.0442857142857145,1.6908571428571428
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.9104142857142856,1.2036571428571428,1.1607142857142858,1.0664285714285715,1.2442857142857142
47-2072.00,Pile Driver Operators,2.3885714285714283,1.2363428571428572,1.2857142857142856,1.0357142857142856,1.5137142857142856
47-2073.00,Operating Engineers and Other Construction Equipment Operators,2.089785714285714,1.3392000000000002,1.3785714285714286,1.1071428571428572,2.0028571428571427
47-2081.00,Drywall and Ceiling Tile Installers,1.6035857142857144,1.3785714285714286,1.4821428571428572,1.0803571428571428,1.9270857142857143
47-2082.00,Tapers,1.4038285714285714,1.2142857142857144,1.3008,1.0020571428571428,1.0231
47-2111.00,Electricians,2.4365428571428573,1.8057142857142856,1.8571428571428568,1.32,2.2541714285714285
47-2121.00,Glaziers,2.3796714285714287,1.3571428571428572,1.4179428571428572,1.0803571428571428,2.136457142857143
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.8667,1.4179428571428572,1.4542857142857144,1.1071428571428572,1.231
47-2132.00,"Insulation Workers, Mechanical",2.1732571428571426,1.3571428571428572,1.3785714285714286,1.0357142857142856,1.2262857142857144
47-2141.00,"Painters, Construction and Maintenance",2.411514285714285,1.2857142857142856,1.2857142857142856,1.0206285714285714,1.4028999999999998
47-2142.00,Paperhangers,1.5680714285714286,1.25,1.2036571428571428,1.0089285714285714,1.0848
47-2151.00,Pipelayers,1.6942428571428572,1.2857142857142856,1.2857142857142856,1.0549142857142857,1.6921428571428572
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",2.103142857142857,1.5614285714285714,1.6063428571428573,1.1106285714285715,2.2187714285714284
47-2152.04,Solar Thermal Installers and Technicians,2.7607857142857144,1.8057142857142856,1.8057142857142856,1.335714285714286,1.9099
47-2161.00,Plasterers and Stucco Masons,2.2177,1.5300000000000002,1.4906285714285716,1.0942857142857143,1.4824
47-2171.00,Reinforcing Iron and Rebar Workers,1.6826285714285716,1.32,1.4179428571428572,1.0942857142857143,1.4628571428571429
47-2181.00,Roofers,2.2837,1.4017857142857142,1.3785714285714286,1.0803571428571428,1.6253714285714285
47-2211.00,Sheet Metal Workers,1.9528571428571428,1.4821428571428572,1.51,1.12,2.119542857142857
47-2221.00,Structural Iron and Steel Workers,1.8848000000000005,1.625,1.7385714285714284,1.1785714285714286,1.6574
47-2231.00,Solar Photovoltaic Installers,2.055357142857143,1.4691999999999998,1.4928571428571429,1.1734857142857142,1.9419428571428567
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2.2096,1.25,1.268571428571429,1.1106285714285715,1.9150857142857145
47-3012.00,Helpers--Carpenters,2.1438571428571427,1.51,1.4017857142857142,1.1257142857142857,1.7158857142857142
47-3013.00,Helpers--Electricians,2.7381857142857142,1.3785714285714286,1.3571428571428572,1.0135714285714286,2.8361142857142854
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.3839285714285714,1.3034857142857144,1.2631285714285714,1.0,1.1482
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.0332,1.32,1.32,1.0549142857142857,1.5525428571428572
47-3016.00,Helpers--Roofers,2.7576285714285715,1.3125,1.4542857142857144,1.077942857142857,2.151685714285714
47-4011.00,Construction and Building Inspectors,1.9270857142857143,1.75,1.8571428571428568,1.0803571428571428,1.5259428571428573
47-4011.01,Energy Auditors,2.0610285714285714,1.8571428571428568,2.19,1.25,1.8414285714285712
47-4021.00,Elevator and Escalator Installers and Repairers,1.4637857142857142,1.6875,1.7734857142857143,1.157142857142857,2.6705
47-4031.00,Fence Erectors,1.5306857142857142,1.22,1.2857142857142856,1.0442857142857145,2.150057142857143
47-4041.00,Hazardous Materials Removal Workers,1.8787,1.6875,1.7734857142857143,1.0357142857142856,1.8036571428571428
47-4051.00,Highway Maintenance Workers,2.112042857142857,1.32,1.32,1.0549142857142857,1.6786
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2.2420857142857145,1.3785714285714286,1.4542857142857144,1.0803571428571428,1.6876
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1.8365714285714283,1.3571428571428572,1.51,1.1257142857142857,1.1082142857142858
47-4091.00,Segmental Pavers,2.1253714285714285,1.6364285714285711,1.6063428571428573,1.0714285714285714,1.4577857142857145
47-4099.03,Weatherization Installers and Technicians,2.118785714285714,1.5165142857142857,1.822857142857143,1.2208,1.950057142857143
47-5011.00,"Derrick Operators, Oil and Gas",1.5636571428571429,1.3571428571428572,1.4199142857142857,1.0020571428571428,1.3076285714285714
47-5012.00,"Rotary Drill Operators, Oil and Gas",2.3794142857142857,1.5635714285714286,1.5892857142857142,1.0271428571428571,1.6765714285714286
47-5013.00,"Service Unit Operators, Oil and Gas",2.395428571428572,1.5508,1.5207142857142857,1.0271428571428571,2.136
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",2.2393857142857145,1.302857142857143,1.302857142857143,1.1408,1.8624
47-5023.00,"Earth Drillers, Except Oil and Gas",2.226285714285714,1.4179428571428572,1.5300000000000002,1.1408,1.6058285714285714
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.475,1.8057142857142856,1.6985714285714286,1.12,1.6575
47-5041.00,Continuous Mining Machine Operators,1.8722285714285716,1.36,1.4691999999999998,1.0664285714285715,1.444
47-5043.00,"Roof Bolters, Mining",1.4286142857142856,1.3392000000000002,1.3785714285714286,1.0020571428571428,1.4802142857142857
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",1.5370285714285714,1.197142857142857,1.2208,1.0,1.2070857142857143
