O*NET-SOC Code,Job Title,TOTAL_TECH_SKILLS,TOTAL_TECH_TYPES,TECH_SKILLS_LIST,TECH_TYPES_LIST,PCT_HOT_TECH,NUM_HOT_TECH,PCT_IN_DEMAND_TECH,NUM_IN_DEMAND_TECH
15-1252.00,Software Developers,429,67,"""3M Post-it App""; ""A programming language APL""; ""ABC Compiler""; ""ABC: the AspectBench Compiler for AspectJ""; ""ADO.NET""; ""AJAX""; ""AWK""; ""Ada""; ""Adobe Acrobat""; ""Adobe ActionScript""; ""Adobe After Effects""; ""Adobe Creative Cloud software""; ""Adobe Dreamweaver""; ""Adobe Flex""; ""Adobe Illustrator""; ""Adobe InDesign""; ""Adobe Photoshop""; ""Advanced business application programming ABAP""; ""Airtable""; ""Algorithmic language ALGOL""; ""Allaire ColdFusion""; ""Alteryx software""; ""Amazon DynamoDB""; ""Amazon Elastic Compute Cloud EC2""; ""Amazon Kinesis""; ""Amazon Redshift""; ""Amazon Simple Storage Service S3""; ""Amazon Web Services AWS CloudFormation""; ""Amazon Web Services AWS software""; ""American National Standards Institute ANSI C""; ""Ansible software""; ""Apache Airflow""; ""Apache Ant""; ""Apache Avro""; ""Apache Cassandra""; ""Apache Flume""; ""Apache Groovy""; ""Apache HBase""; ""Apache HTTP Server""; ""Apache Hadoop""; ""Apache Hive""; ""Apache Kafka""; ""Apache Maven""; ""Apache Oozie""; ""Apache Pig""; ""Apache Solr""; ""Apache Spark""; ""Apache Struts""; ""Apache Subversion SVN""; ""Apache Tomcat""; ""Apple iOS""; ""Apple macOS""; ""Atlassian Bamboo""; ""Atlassian Bitbucket""; ""Atlassian Confluence""; ""Atlassian JIRA""; ""Automated installation software""; ""B-Method""; ""Backbone.js""; ""Backup and archival software""; ""Bash""; ""Beginner's all-purpose symbolic instruction code BASIC""; ""Bigloo Scheme""; ""Blackbaud The Raiser's Edge""; ""Blackboard software""; ""Blink""; ""Bootstrap""; ""Border Gateway Protocol BGP""; ""C""; ""C#""; ""C++""; ""Call-processing language CPL""; ""Canu""; ""Cascading style sheets CSS""; ""Chef""; ""Cisco IOS""; ""Cisco Webex""; ""Citrix cloud computing software""; ""Collaborative Application Markup Language CAML""; ""Common Lisp Object System CLOS""; ""Common business oriented language COBOL""; ""Component object model COM software""; ""Component-based Scalable Logical Architecture CSLA""; ""Computer Associates integrated data management system CA-IDMS""; ""Computer On-line Real-time Applications Language CORAL 66""; ""Configuration management software""; ""Customer information control system CICS""; ""Data analysis software""; ""Data definition language DDL""; ""Data manipulation language DML""; ""DataVision""; ""Defect tracking software""; ""Delphi Technology""; ""Deployment software""; ""Disk operating system DOS""; ""Distributed component object model DCOM software""; ""Distributed database management software""; ""Django""; ""Docker""; ""Document Object Model DOM Scripting""; ""Document management system software""; ""Dropbox""; ""Drupal""; ""Dynamic analysis software""; ""Dynamic hypertext markup language DHTML""; ""Dynamic modeling software""; ""E++ pattern language""; ""ESRI ArcGIS software""; ""Eclipse IDE""; ""Eclipse Jersey""; ""Eiffel""; ""Elasticsearch""; ""Embarcadero Delphi""; ""Embarcadero JBuilder""; ""Embedded systems development software""; ""Emerald Software Group Emerald Green Office""; ""Encryption software""; ""Enterprise JavaBeans""; ""Enterprise application integration EAI software""; ""Enterprise resource planning ERP software""; ""Event-driven State-machines Programming""; ""Evernote""; ""Ext JS""; ""Extensible hypertext markup language XHTML""; ""Extensible markup language XML""; ""Extensible stylesheet language transformations XSLT""; ""FaceTime""; ""Fault testing software""; ""Figma""; ""File server software""; ""FileMaker Pro""; ""Firewall software""; ""Flipgrid""; ""Formula translation/translator FORTRAN""; ""Forth""; ""Functional testing software""; ""GNU Image Manipulation Program GIMP""; ""Gambit Scheme""; ""Git""; ""GitHub""; ""GitLab""; ""Go""; ""Google Analytics""; ""Google Android""; ""Google Angular""; ""Google Cloud software""; ""Google Docs""; ""Google Drive""; ""Google Gmail""; ""Google Meet""; ""Google Sheets""; ""Google Sites""; ""Google Slides""; ""Gradle""; ""GraphQL""; ""Graphical user interface GUI builder software""; ""Graphical user interface GUI design software""; ""GroupMe""; ""Haskell""; ""Hewlett Packard HP-UX""; ""Hewlett Packard LoadRunner""; ""Hibernate ORM""; ""Hypertext markup language HTML""; ""IBM AIX""; ""IBM Cognos Impromptu""; ""IBM DB2""; ""IBM Domino""; ""IBM InfoSphere DataStage""; ""IBM Middleware""; ""IBM Notes""; ""IBM Power Systems software""; ""IBM Rational ClearCase""; ""IBM Rational ClearQuest""; ""IBM Rational PurifyPlus""; ""IBM Rational RequisitePro""; ""IBM Rational Rose XDE""; ""IBM SPSS Statistics""; ""IBM Terraform""; ""IBM WebSphere""; ""IBM WebSphere MQ""; ""IBM z/OS operating systems""; ""ICON programming language""; ""IEA Software Emerald""; ""Informatica software""; ""Integrated development environment IDE software""; ""Integration testing software""; ""Interface definition language IDL""; ""Interoperability testing software""; ""Interstate connection ICON""; ""J""; ""JFrog Artifactory""; ""JUnit""; ""JamBoard""; ""JavaScript""; ""JavaScript Object Notation JSON""; ""JavaScript framework software""; ""Jenkins CI""; ""Job control language JCL""; ""Jupyter Notebook""; ""KornShell""; ""Kotlin""; ""Kubernetes""; ""LAMP Stack""; ""LexisNexis""; ""LibreOffice""; ""LinkedIn""; ""Linux""; ""List processing language LISP""; ""Load testing software""; ""LogMeIn GoToMeeting""; ""LogMeIn GoToWebinar""; ""Loom""; ""MUMPS M""; ""Magellan Firmware""; ""Management information systems MIS""; ""Marketo Marketing Automation""; ""MathWorks Simulink""; ""McAfee""; ""MicroStrategy""; ""Microservices Architecture""; ""Microsoft .NET Framework""; ""Microsoft ASP.NET""; ""Microsoft ASP.NET Core MVC""; ""Microsoft Access""; ""Microsoft Active Directory""; ""Microsoft Active Server Pages ASP""; ""Microsoft ActiveX""; ""Microsoft Azure DevOps Services""; ""Microsoft Azure software""; ""Microsoft DirectX""; ""Microsoft Dynamics""; ""Microsoft Dynamics GP""; ""Microsoft ESP SDK""; ""Microsoft Excel""; ""Microsoft Exchange""; ""Microsoft Internet Information Services (IIS)""; ""Microsoft Office software""; ""Microsoft OneNote""; ""Microsoft Outlook""; ""Microsoft Power Automate""; ""Microsoft Power BI""; ""Microsoft PowerPoint""; ""Microsoft PowerShell""; ""Microsoft Project""; ""Microsoft Publisher""; ""Microsoft SQL Server""; ""Microsoft SQL Server Integration Services SSIS""; ""Microsoft SQL Server Reporting Services SSRS""; ""Microsoft SharePoint""; ""Microsoft Team Foundation Server""; ""Microsoft Teams""; ""Microsoft Visio""; ""Microsoft Visual Basic""; ""Microsoft Visual Basic Scripting Edition VBScript""; ""Microsoft Visual Basic for Applications VBA""; ""Microsoft Visual Basic.NET""; ""Microsoft Visual C# .NET""; ""Microsoft Visual Studio""; ""Microsoft Windows""; ""Microsoft Windows Server""; ""Microsoft Word""; ""Microsoft transact-structural query language T-SQL""; ""Migration software""; ""Migration testing software""; ""Minitab""; ""Modula""; ""MongoDB""; ""Moodle""; ""MuleSoft software""; ""Mutation testing software""; ""MySQL""; ""Nagios""; ""National Instruments LabVIEW""; ""NetSuite ERP""; ""NoSQL""; ""Node.js""; ""NortonLifeLock cybersecurity software""; ""Oberon""; ""Object Management Group Object Request Broker""; ""Objective C""; ""Objective Caml""; ""Open Graphics Library OpenGL""; ""OpenAI ChatGPT""; ""Operating system shells""; ""Operating system software""; ""Oracle Application Server""; ""Oracle Business Intelligence Discoverer""; ""Oracle Business Intelligence Enterprise Edition""; ""Oracle Business Intelligence Suite""; ""Oracle Cloud software""; ""Oracle Database""; ""Oracle E-Business Suite Financials""; ""Oracle Eloqua""; ""Oracle Fusion Applications""; ""Oracle Fusion Middleware""; ""Oracle Hyperion""; ""Oracle JD Edwards EnterpriseOne""; ""Oracle JDBC""; ""Oracle Java""; ""Oracle Java 2 Platform Enterprise Edition J2EE""; ""Oracle Java Message Service JMS""; ""Oracle JavaServer Pages JSP""; ""Oracle PL/SQL""; ""Oracle PeopleSoft""; ""Oracle PeopleSoft Financials""; ""Oracle Primavera Enterprise Project Portfolio Management""; ""Oracle Reports""; ""Oracle SQL Developer""; ""Oracle Solaris""; ""Oracle WebLogic Server""; ""PHP""; ""Pascal""; ""Patch management software""; ""Perforce Helix software""; ""Perl""; ""Platform as a service PaaS""; ""PostgreSQL""; ""Programming language one PL/I""; ""Prolog""; ""PuTTY""; ""Puppet""; ""PyTorch""; ""Python""; ""QNX""; ""Qlik Tech QlikView""; ""Quest Erwin Data Modeler""; ""R""; ""RESTful API""; ""RabbitMQ""; ""React""; ""React Native""; ""React Redux""; ""Real time operating system RTOS software""; ""Recovery testing software""; ""Red Hat Ansible Engine""; ""Red Hat Enterprise Linux""; ""Red Hat OpenShift""; ""Red Hat WildFly""; ""Redis""; ""Regression testing software""; ""Relational database management software""; ""Requirements management software""; ""Restructured extended executor REXX""; ""Ruby""; ""Ruby on Rails""; ""SAP Adaptive Server Enterprise""; ""SAP Business Intelligence""; ""SAP Business Objects""; ""SAP Crystal Reports""; ""SAP ERP""; ""SAP NetWeaver""; ""SAP PowerBuilder""; ""SAP software""; ""SAS""; ""Salesforce Visualforce""; ""Salesforce software""; ""Scala""; ""Scheme""; ""Screencastify""; ""Security testing software""; ""Selenium""; ""ServiceNow""; ""Shell script""; ""Simple API for XML SAX""; ""Simulation program with integrated circuit emphasis SPICE""; ""Single sign-on SSO""; ""Skype""; ""Slack""; ""Smalltalk""; ""SmugMug Flickr""; ""Snowflake""; ""Social media sites""; ""Software development tools""; ""Software distribution management software""; ""Software libraries""; ""SonarQube""; ""Source code editor software""; ""Splunk Enterprise""; ""Spring Boot""; ""Spring Framework""; ""StataCorp Stata""; ""Static analysis software""; ""Storage area network SAN software""; ""Stress testing software""; ""String oriented symbolic language SNOBOL""; ""Structured Query Report SQR""; ""Structured query language SQL""; ""Sun Microsystems Java Persistence API""; ""Swift""; ""Symantec Visual Cafe""; ""System testing software""; ""Tableau""; ""Talend Big Data Integration""; ""Talend Data Fabric""; ""TensorFlow""; ""Teradata Database""; ""Test design software""; ""Test implementation software""; ""The MathWorks MATLAB""; ""Transact-SQL""; ""Trimble SketchUp Pro""; ""TypeScript""; ""UNIX""; ""UNIX Shell""; ""Ubuntu""; ""Unified modeling language UML""; ""Unit testing software""; ""Usability testing software""; ""VMware""; ""Verilog""; ""Veritas NetBackup""; ""Version control software""; ""Virtual private networking VPN software""; ""Visible Razor""; ""Voice over internet protocol VoIP system software""; ""Vue.js""; ""Web application software""; ""Web server software""; ""Web service definition language WDSL""; ""Win CE""; ""Wind River VxWorks""; ""Wireshark""; ""WordPress""; ""Workday software""; ""XML Path Language XPATH""; ""Xcode""; ""YouTube""; ""Zoom""; ""jQuery""","""Access software""; ""Administration software""; ""Analytical or scientific software""; ""Application server software""; ""Authentication server software""; ""Backup or archival software""; ""Business intelligence and data analysis software""; ""Cloud-based data access and sharing software""; ""Cloud-based management software""; ""Clustering software""; ""Communications server software""; ""Computer based training software""; ""Configuration management software""; ""Content workflow software""; ""Customer relationship management CRM software""; ""Data base management system software""; ""Data base reporting software""; ""Data base user interface and query software""; ""Data mining software""; ""Desktop communications software""; ""Desktop publishing software""; ""Development environment software""; ""Device drivers or system software""; ""Document management software""; ""Electronic mail software""; ""Enterprise application integration software""; ""Enterprise resource planning ERP software""; ""Enterprise system management software""; ""Expert system software""; ""File versioning software""; ""Filesystem software""; ""Financial analysis software""; ""Graphical user interface development software""; ""Graphics or photo imaging software""; ""Information retrieval or search software""; ""Instant messaging software""; ""Internet directory services software""; ""Internet protocol IP multimedia subsystem software""; ""Map creation software""; ""Metadata management software""; ""Network conferencing software""; ""Network monitoring software""; ""Network operation system software""; ""Network security and virtual private network VPN equipment software""; ""Object or component oriented development software""; ""Object oriented data base management software""; ""Office suite software""; ""Operating system software""; ""Platform interconnectivity software""; ""Portal server software""; ""Presentation software""; ""Procedure management software""; ""Process mapping and design software""; ""Program testing software""; ""Project management software""; ""Requirements analysis and system architecture software""; ""Sales and marketing software""; ""Spreadsheet software""; ""Storage networking software""; ""Switch or router software""; ""Transaction security and virus protection software""; ""Transaction server software""; ""Video conferencing software""; ""Video creation and editing software""; ""Web page creation and editing software""; ""Web platform development software""; ""Word processing software""",34.4988344988345,148,7.6923076923076925,33
15-1253.00,Software Quality Assurance Analysts and Testers,428,68,"""3M Post-it App""; ""A programming language APL""; ""ABC Compiler""; ""ABC: the AspectBench Compiler for AspectJ""; ""ADO.NET""; ""AJAX""; ""AWK""; ""Acresso InstallAnywhere""; ""Ada""; ""Adobe Acrobat""; ""Adobe ActionScript""; ""Adobe After Effects""; ""Adobe Creative Cloud software""; ""Adobe Dreamweaver""; ""Adobe Flex""; ""Adobe Illustrator""; ""Adobe InDesign""; ""Adobe Photoshop""; ""Advanced business application programming ABAP""; ""Airtable""; ""Algorithmic language ALGOL""; ""Allaire ColdFusion""; ""Amazon Data Pipeline""; ""Amazon DynamoDB""; ""Amazon Elastic Compute Cloud EC2""; ""Amazon Kinesis""; ""Amazon Redshift""; ""Amazon Simple Storage Service S3""; ""Amazon Web Services AWS CloudFormation""; ""Amazon Web Services AWS software""; ""American National Standards Institute ANSI C""; ""Ansible software""; ""Anti-spyware software""; ""Antivirus software""; ""Apache Ant""; ""Apache Avro""; ""Apache Cassandra""; ""Apache Flume""; ""Apache Groovy""; ""Apache HBase""; ""Apache HTTP Server""; ""Apache Hadoop""; ""Apache Hive""; ""Apache JMeter""; ""Apache Kafka""; ""Apache Maven""; ""Apache Oozie""; ""Apache Pig""; ""Apache Solr""; ""Apache Spark""; ""Apache Sqoop""; ""Apache Struts""; ""Apache Subversion SVN""; ""Apache Tomcat""; ""Appium""; ""Apple Cocoa""; ""Apple Safari""; ""Apple macOS""; ""Atlassian Bamboo""; ""Atlassian Confluence""; ""Atlassian JIRA""; ""Autodesk AutoCAD""; ""Automated installation software""; ""B-Method""; ""Backbone.js""; ""Backup and archival software""; ""Bash""; ""Beginner's all-purpose symbolic instruction code BASIC""; ""Bentley MicroStation""; ""Bigloo Scheme""; ""Blackbaud The Raiser's Edge""; ""Blackboard software""; ""Blink""; ""Borland SilkTest""; ""Bugzilla""; ""C""; ""C#""; ""C++""; ""Call-processing language CPL""; ""Canu""; ""Cascading style sheets CSS""; ""Chef""; ""Cisco IOS""; ""Cisco Webex""; ""Citrix cloud computing software""; ""Collaborative Application Markup Language CAML""; ""Common Lisp Object System CLOS""; ""Common business oriented language COBOL""; ""Component object model COM software""; ""Component-based Scalable Logical Architecture CSLA""; ""Computer Associates integrated data management system CA-IDMS""; ""Computer On-line Real-time Applications Language CORAL 66""; ""Configuration management software""; ""CruiseControl""; ""Customer information control system CICS""; ""Dassault Systemes CATIA""; ""Data analysis software""; ""Data definition language DDL""; ""Data manipulation language DML""; ""DataVision""; ""Debugview""; ""Defect tracking software""; ""Delphi Technology""; ""Deployment software""; ""Disk operating system DOS""; ""Distributed component object model DCOM software""; ""Distributed database management software""; ""Django""; ""Docker""; ""Document Object Model DOM Scripting""; ""Document management system software""; ""Dropbox""; ""Drupal""; ""Dynamic analysis software""; ""Dynamic hypertext markup language DHTML""; ""Dynamic modeling software""; ""E++ pattern language""; ""ESRI ArcGIS software""; ""Eclipse IDE""; ""Eiffel""; ""Elasticsearch""; ""Embarcadero Delphi""; ""Embarcadero JBuilder""; ""Embedded systems development software""; ""Emerald Software Group Emerald Green Office""; ""Encryption software""; ""Enterprise JavaBeans""; ""Enterprise application integration EAI software""; ""Enterprise resource planning ERP software""; ""Epic Systems""; ""Event-driven State-machines Programming""; ""Evernote""; ""Ext JS""; ""Extensible hypertext markup language XHTML""; ""Extensible markup language XML""; ""Extensible stylesheet language transformations XSLT""; ""FaceTime""; ""Fault testing software""; ""File server software""; ""FileMaker Pro""; ""FileMon""; ""Firewall software""; ""FitNesse""; ""Flipgrid""; ""Formula translation/translator FORTRAN""; ""Forth""; ""Functional testing software""; ""GNU Image Manipulation Program GIMP""; ""Gambit Scheme""; ""Geographic information system GIS software""; ""Git""; ""GitHub""; ""GitLab""; ""Go""; ""Google Analytics""; ""Google Angular""; ""Google Docs""; ""Google Drive""; ""Google Gmail""; ""Google Meet""; ""Google Sheets""; ""Google Sites""; ""Google Slides""; ""Graphical user interface GUI builder software""; ""Graphical user interface GUI design software""; ""GroupMe""; ""Haskell""; ""Hewlett Packard HP-UX""; ""Hewlett Packard LoadRunner""; ""Hewlett-Packard HP QuickTest Professional""; ""Hewlett-Packard HP TestDirector for Quality Center""; ""Hewlett-Packard HP WinRunner""; ""Hibernate ORM""; ""Human resource management software HRMS""; ""Hypertext markup language HTML""; ""IBM AIX""; ""IBM Cognos Impromptu""; ""IBM DB2""; ""IBM Domino""; ""IBM InfoSphere DataStage""; ""IBM Middleware""; ""IBM Notes""; ""IBM Power Systems software""; ""IBM Rational ClearCase""; ""IBM Rational ClearQuest""; ""IBM Rational PurifyPlus""; ""IBM Rational RequisitePro""; ""IBM Rational Robot""; ""IBM Rational Rose XDE""; ""IBM SPSS Statistics""; ""IBM WebSphere""; ""IBM z/OS operating systems""; ""ICON programming language""; ""IEA Software Emerald""; ""Integrated development environment IDE software""; ""Integration testing software""; ""Interface definition language IDL""; ""Interoperability testing software""; ""Interstate connection ICON""; ""J""; ""JUnit""; ""JamBoard""; ""JavaScript""; ""JavaScript Object Notation JSON""; ""Jenkins CI""; ""JetBrains IntelliJ IDEA""; ""Job control language JCL""; ""Jupyter Notebook""; ""KornShell""; ""LAMP Stack""; ""LexisNexis""; ""LibreOffice""; ""LinkedIn""; ""Linux""; ""List processing language LISP""; ""Load testing software""; ""LogMeIn GoToMeeting""; ""LogMeIn GoToWebinar""; ""Loom""; ""MUMPS M""; ""Magellan Firmware""; ""MathWorks Simulink""; ""McAfee""; ""MicroStrategy""; ""Microsoft .NET Framework""; ""Microsoft ASP.NET""; ""Microsoft ASP.NET Core MVC""; ""Microsoft Access""; ""Microsoft Active Server Pages ASP""; ""Microsoft ActiveX""; ""Microsoft Azure DevOps Services""; ""Microsoft Azure software""; ""Microsoft DirectX""; ""Microsoft Dynamics""; ""Microsoft Dynamics GP""; ""Microsoft ESP SDK""; ""Microsoft Excel""; ""Microsoft Exchange""; ""Microsoft Internet Explorer""; ""Microsoft Internet Information Services (IIS)""; ""Microsoft Office software""; ""Microsoft OneNote""; ""Microsoft Outlook""; ""Microsoft PowerPoint""; ""Microsoft PowerShell""; ""Microsoft Project""; ""Microsoft Publisher""; ""Microsoft SQL Server""; ""Microsoft SQL Server Integration Services SSIS""; ""Microsoft SQL Server Reporting Services SSRS""; ""Microsoft SharePoint""; ""Microsoft Team Foundation Server""; ""Microsoft Teams""; ""Microsoft Visio""; ""Microsoft Visual Basic""; ""Microsoft Visual Basic Scripting Edition VBScript""; ""Microsoft Visual Basic for Applications VBA""; ""Microsoft Visual Basic.NET""; ""Microsoft Visual C# .NET""; ""Microsoft Visual SourceSafe""; ""Microsoft Visual Studio""; ""Microsoft Windows""; ""Microsoft Windows SDK""; ""Microsoft Windows Server""; ""Microsoft Word""; ""Microsoft transact-structural query language T-SQL""; ""Migration software""; ""Migration testing software""; ""Minitab""; ""Modula""; ""MongoDB""; ""Moodle""; ""Mozilla Firefox""; ""Mutation testing software""; ""MySQL""; ""NUnit""; ""Nagios""; ""National Instruments LabVIEW""; ""NetSuite ERP""; ""Network intrusion detection software""; ""NoSQL""; ""Node.js""; ""NortonLifeLock cybersecurity software""; ""Oberon""; ""Object Management Group Object Request Broker""; ""Objective C""; ""Objective Caml""; ""Open Graphics Library OpenGL""; ""Operating system shells""; ""Operating system software""; ""Oracle Application Server""; ""Oracle Business Intelligence Discoverer""; ""Oracle Business Intelligence Enterprise Edition""; ""Oracle Business Intelligence Suite""; ""Oracle Database""; ""Oracle E-Business Suite Financials""; ""Oracle Eloqua""; ""Oracle Fusion Applications""; ""Oracle Fusion Middleware""; ""Oracle Hyperion""; ""Oracle JD Edwards EnterpriseOne""; ""Oracle JDBC""; ""Oracle Java""; ""Oracle Java 2 Platform Enterprise Edition J2EE""; ""Oracle JavaServer Pages JSP""; ""Oracle PL/SQL""; ""Oracle PeopleSoft""; ""Oracle PeopleSoft Financials""; ""Oracle Primavera Enterprise Project Portfolio Management""; ""Oracle Reports""; ""Oracle Solaris""; ""Oracle WebLogic Server""; ""PHP""; ""Pascal""; ""Patch management software""; ""Perforce Helix software""; ""Perl""; ""PostgreSQL""; ""Postman""; ""Programming language one PL/I""; ""Prolog""; ""PuTTY""; ""Puppet""; ""Python""; ""QNX""; ""Qlik Tech QlikView""; ""Quest Erwin Data Modeler""; ""R""; ""RESTful API""; ""React""; ""Real time operating system RTOS software""; ""Recovery testing software""; ""Red Hat Ansible Engine""; ""Red Hat Enterprise Linux""; ""Red Hat OpenShift""; ""Red Hat WildFly""; ""RegMon""; ""Regression testing software""; ""Relational database management software""; ""Requirements management software""; ""Restructured extended executor REXX""; ""Revision control software""; ""Ruby""; ""Ruby on Rails""; ""SAP Adaptive Server Enterprise""; ""SAP Business Intelligence""; ""SAP Business Objects""; ""SAP Crystal Reports""; ""SAP NetWeaver""; ""SAP PowerBuilder""; ""SAP software""; ""SAS""; ""Salesforce Visualforce""; ""Salesforce software""; ""Scala""; ""Scheme""; ""Screencastify""; ""Security testing software""; ""Selenium""; ""Shell script""; ""Simple API for XML SAX""; ""Simulation program with integrated circuit emphasis SPICE""; ""Skype""; ""Slack""; ""Smalltalk""; ""SmartBear Software AutomatedQA TestComplete""; ""SmugMug Flickr""; ""Social media sites""; ""Software distribution management software""; ""Source code editor software""; ""Splunk Enterprise""; ""Spring Boot""; ""Spring Framework""; ""StataCorp Stata""; ""Static analysis software""; ""Storage area network SAN software""; ""Stress testing software""; ""String oriented symbolic language SNOBOL""; ""Structured Query Report SQR""; ""Structured query language SQL""; ""Supervisory control and data acquisition SCADA software""; ""Swift""; ""Symantec Visual Cafe""; ""System testing software""; ""Tableau""; ""Talend Big Data Integration""; ""Talend Data Fabric""; ""Tax software""; ""Teradata Database""; ""Test design software""; ""Test implementation software""; ""TestNG""; ""The MathWorks MATLAB""; ""Transact-SQL""; ""Trimble SketchUp Pro""; ""Twiki""; ""UNIX""; ""UNIX Shell""; ""Ubuntu""; ""Unified modeling language UML""; ""Unit testing software""; ""Usability testing software""; ""VMWare ESX Server""; ""VMWare Workstation""; ""VMware""; ""Verilog""; ""Veritas NetBackup""; ""Version control software""; ""Virtual private networking VPN software""; ""Visible Razor""; ""Voice over internet protocol VoIP system software""; ""Watir""; ""Web application software""; ""Web browser software""; ""Web server software""; ""Web service definition language WDSL""; ""Win CE""; ""Wind River Systems VxWorks""; ""Wind River VxWorks""; ""Wireshark""; ""Workflow software""; ""XML Path Language XPATH""; ""Xcode""; ""YouTube""; ""YourKit Java Profiler""; ""Zoom""; ""ej-technologies JProfiler""; ""jQuery""","""Access software""; ""Accounting software""; ""Administration software""; ""Analytical or scientific software""; ""Application server software""; ""Backup or archival software""; ""Business intelligence and data analysis software""; ""Cloud-based data access and sharing software""; ""Cloud-based management software""; ""Clustering software""; ""Communications server software""; ""Computer aided design CAD software""; ""Computer based training software""; ""Configuration management software""; ""Content workflow software""; ""Customer relationship management CRM software""; ""Data base management system software""; ""Data base reporting software""; ""Data base user interface and query software""; ""Data mining software""; ""Desktop communications software""; ""Desktop publishing software""; ""Development environment software""; ""Device drivers or system software""; ""Document management software""; ""Electronic mail software""; ""Enterprise application integration software""; ""Enterprise resource planning ERP software""; ""Enterprise system management software""; ""Expert system software""; ""File versioning software""; ""Filesystem software""; ""Financial analysis software""; ""Geographic information system""; ""Graphical user interface development software""; ""Graphics or photo imaging software""; ""Human resources software""; ""Industrial control software""; ""Information retrieval or search software""; ""Instant messaging software""; ""Internet browser software""; ""Internet protocol IP multimedia subsystem software""; ""Medical software""; ""Metadata management software""; ""Network conferencing software""; ""Network monitoring software""; ""Network operation system software""; ""Network security and virtual private network VPN equipment software""; ""Object or component oriented development software""; ""Object oriented data base management software""; ""Office suite software""; ""Operating system software""; ""Platform interconnectivity software""; ""Portal server software""; ""Presentation software""; ""Process mapping and design software""; ""Program testing software""; ""Project management software""; ""Requirements analysis and system architecture software""; ""Spreadsheet software""; ""Storage networking software""; ""Transaction security and virus protection software""; ""Transaction server software""; ""Video conferencing software""; ""Video creation and editing software""; ""Web page creation and editing software""; ""Web platform development software""; ""Word processing software""",28.971962616822427,124,5.14018691588785,22
