4MA Error,4MA Squared Error,4MA Absolute Error
-528.75,281204,528.75
2020.25,4084146,2020.25
2155.25,4645460,2155.25
2155.25,4645460,2155.25
1385.25,1919115,1385.25
3527.75,12445388,3527.75
2546.0,6487853,2546.0
2248.5,5055914,2248.5
305.25,100696,305.25
1368.0,1871444,1368.0
2803.25,7858328,2803.25
-584.5,353882,584.5
826.25,683152,826.25
2900.5,8413783,2900.5
-4076.25,16622069,4076.25
3866.75,14952402,3866.75
-1577.75,2489875,1577.75
-1620.5,2627112,1620.5
-1698.5,2885022,1698.5
-1673.0,2799512,1673.0
-1647.25,2716688,1647.25
-1562.0,2440150,1562.0
-1562.0,2440150,1562.0
-1508.0,2275978,1508.0
-1845.0,3406476,1845.0
-2514.75,6325764,2514.75
-459.75,218149,459.75
2257.75,5105363,2257.75
-2558.75,6549814,2558.75
-2512.25,6312387,2512.25
-943.0,890154,943.0
-956.5,915178,956.5
-1059.0,1122612,1059.0
1433.25,2054207,1433.25
1844.25,3401280,1844.25
1631.5,2663284,1631.5
843.75,713024,843.75
-1386.5,1923949,1386.5
-1218.0,1484400,1218.0
1433.75,2057742,1433.75
1566.25,2454428,1566.25
-1374.5,1891803,1374.5
-1424.5,2030030,1424.5
1059.75,1124908,1059.75
2493.5,6219768,2493.5
-2985.25,8911743,2985.25
540.75,306403,540.75
-1648.5,2734426,1648.5
-1726.75,2982881,1726.75
-1248.75,1559519,1248.75
-2536.0,6431400,2536.0
-1108.25,1228253,1108.25
-907.75,824703,907.75
103.25,11846,103.25
3069.5,9429956,3069.5
3275.25,10728673,3275.25
-755.75,571320,755.75
-702.5,493563,702.5
-2567.5,6592650,2567.5
-1103.5,1217762,1103.5
1996.5,3988861,1996.5
1063.25,1130772,1063.25
744.75,555175,744.75
-1853.75,3436723,1853.75
2287.0,5242474,2287.0
2389.75,5714376,2389.75
-2213.5,4899813,2213.5
-1315.5,1730808,1315.5
-1779.5,3167224,1779.5
751.5,565324,751.5
980.5,964479,980.5
-711.75,506607,711.75
-1182.5,1399325,1182.5
-1346.25,1821662,1346.25
-1647.75,2715701,1647.75
-1480.5,2192081,1480.5
54.75,3065,54.75
101.0,14044,101.0
-916.25,840874,916.25
-1111.5,1238192,1111.5
1894.0,3588148,1894.0
2456.25,6043624,2456.25
1043.5,1089040,1043.5
-1322.25,1748464,1322.25
-1194.0,1434860,1194.0
-1337.75,1790088,1337.75
-291.75,90190,291.75
689.5,475731,689.5
953.25,909798,953.25
-437.5,191727,437.5
-25.5,1618,31.0
-1228.25,1510616,1228.25
815.5,668477,815.5
1429.5,2044203,1429.5
1612.0,2600948,1612.0
694.0,482048,694.0
170.75,29235,170.75
-1141.75,1304214,1141.75
-128.75,19950,128.75
-789.0,622779,789.0
625.5,394139,625.5
-415.75,175042,415.75
315.0,99498,315.0
1066.75,1138296,1066.75
-523.75,274418,523.75
-1647.0,2715362,1647.0
-2893.25,8370931,2893.25
935.25,874792,935.25
-2348.75,5516910,2348.75
-252.5,71989,252.5
-2520.0,6350428,2520.0
-2459.5,6050498,2459.5
537.75,291808,537.75
-1627.75,2651066,1627.75
-2554.5,6525492,2554.5
-357.75,130086,357.75
522.75,273354,522.75
-1686.75,2846877,1686.75
-1646.0,2709706,1646.0
-2788.0,7774117,2788.0
-680.5,463868,680.5
2325.75,5410584,2325.75
169.25,28689,169.25
4135.25,17100483,4135.25
3443.5,11858154,3443.5
156.0,24382,156.0
-641.25,411548,641.25
-1809.0,3278894,1809.0
-816.25,669018,816.25
96.0,17774,96.0
-744.25,553943,744.25
2564.0,6574166,2564.0
-1551.0,2417532,1551.0
-3960.75,15687686,3960.75
157.25,24732,157.25
-548.5,302880,548.5
551.0,306690,551.0
-751.25,566300,751.25
355.25,126215,355.25
151.75,23030,151.75
-775.5,601421,775.5
-3069.75,9424140,3069.75
3225.5,10404404,3225.5
30.75,5524,66.75
74.0,11340,77.0
41.5,2783,41.5
-1177.75,1388759,1177.75
-454.0,207050,454.0
-1218.0,1484400,1218.0
-1325.25,1774993,1325.25
1683.5,2835627,1683.5
-151.75,23733,151.75
41.75,1769,41.75
1228.0,1515354,1228.0
-1674.25,2812739,1674.25
369.25,136411,369.25
-2484.0,6184334,2484.0
-123.25,16904,123.25
29.0,1046,29.0
1851.0,3431104,1851.0
1843.75,3400136,1843.75
1924.5,3705638,1924.5
1959.0,3839726,1959.0
3115.75,9708347,3115.75
1934.5,3743454,1934.5
-2660.75,7080501,2660.75
-34.25,5231,62.75
1572.25,2472422,1572.25
2770.0,7674778,2770.0
-105.25,16656,105.25
130.0,16974,130.0
-383.5,147084,383.5
1816.25,3299215,1816.25
-974.75,951773,974.75
-372.0,142560,372.0
-1618.25,2619682,1618.25
1016.5,1037720,1016.5
878.25,774214,878.25
944.5,894814,944.5
-519.5,281976,519.5
-1633.5,2671132,1633.5
-884.5,782464,884.5
2804.5,7865296,2804.5
-2102.0,4418870,2102.0
1044.5,1091438,1044.5
3292.0,10838112,3292.0
259.25,68184,259.25
-642.5,414498,642.5
-2372.5,5630493,2372.5
-2660.75,7080501,2660.75
191.75,37186,191.75
-897.0,805078,897.0
930.0,871634,930.0
-651.5,426207,651.5
-136.75,19891,136.75
-1475.25,2176693,1475.25
6.0,586,21.5
242.5,58824,242.5
1194.0,1426416,1194.0
488.5,238878,488.5
1004.5,1011673,1004.5
-27.5,2415,40.5
-2820.75,7957703,2820.75
-152.0,23916,152.0
18883.75,357006494,18883.75
6028.75,36345951,6028.75
1567.75,2458499,1567.75
4803.25,23073001,4803.25
1681.25,2826936,1681.25
684.5,468696,684.5
1708.75,2921459,1708.75
3875.25,15020506,3875.25
3599.25,12956651,3599.25
1982.75,3931343,1982.75
848.5,719990,848.5
1658.0,2751224,1658.0
-775.5,608634,775.5
237.5,57483,237.5
-2357.75,5559018,2357.75
2980.0,8880408,2980.0
-1061.75,1127588,1061.75
3573.75,12773034,3573.75
-980.75,961904,980.75
117.25,13767,117.25
-654.5,429130,654.5
171.25,30386,171.25
1679.25,2822644,1679.25
67.0,4758,67.0
-312.25,99189,312.25
137.25,23234,137.25
-1623.25,2635586,1623.25
-555.0,308223,555.0
1977.25,3912803,1977.25
817.75,668835,817.75
2574.25,6628445,2574.25
-927.0,868746,927.0
49.5,2622,49.5
-1402.25,1972276,1402.25
904.75,818783,904.75
-1478.5,2188484,1478.5
133.0,17750,133.0
-1096.5,1203696,1096.5
-186.25,39908,186.25
-96.75,18941,104.25
-2534.5,6427086,2534.5
-548.5,336538,548.5
-1299.0,1688666,1299.0
479.25,229741,479.25
2776.0,7708326,2776.0
-14.0,1088,29.5
681.25,464830,681.25
-2768.75,7665988,2768.75
-860.25,740209,860.25
-1299.5,1688708,1299.5
1984.75,3946126,1984.75
-557.5,315655,557.5
1223.0,1495792,1223.0
-379.0,158533,379.0
3074.0,9450722,3074.0
-680.25,463338,680.25
-511.75,262229,511.75
1238.75,1543618,1238.75
340.5,116392,340.5
-1374.75,1899980,1374.75
-76.0,7124,76.0
198.0,41318,198.0
3620.0,13151652,3620.0
-455.75,208280,455.75
201.5,41667,201.5
-778.0,615688,778.0
-20.25,4423,63.25
-197.25,42004,197.25
3046.0,9281038,3046.0
2760.5,7620414,2760.5
-553.25,306703,553.25
4234.5,17935000,4234.5
1533.25,2351977,1533.25
-896.0,806307,896.0
3491.0,12191238,3491.0
851.0,727312,851.0
1416.5,2007774,1416.5
98.0,16366,98.0
-1218.75,1486471,1218.75
1595.25,2545090,1595.25
877.5,770106,877.5
2205.75,4872867,2205.75
-547.25,301078,547.25
1532.75,2350241,1532.75
3359.25,11285212,3359.25
3807.25,14498227,3807.25
-1614.5,2610514,1614.5
1133.0,1283920,1133.0
-397.5,158129,397.5
654.0,430527,654.0
1243.25,1546878,1243.25
1420.25,2035306,1420.25
1144.5,1312762,1144.5
-425.5,185475,425.5
1909.75,3653334,1909.75
-1013.25,1029929,1013.25
-1350.0,1823542,1350.0
-645.5,417829,645.5
1716.75,2956132,1716.75
1440.0,2073638,1440.0
1782.0,3176370,1782.0
1112.5,1238210,1112.5
-769.0,592780,769.0
-912.25,832258,912.25
580.75,337399,580.75
-1447.5,2095384,1447.5
418.75,176820,418.75
-508.0,261224,508.0
748.5,560612,748.5
1519.5,2309848,1519.5
-204.75,41988,204.75
-780.75,611040,780.75
852.0,727320,852.0
-1660.5,2757355,1660.5
1122.25,1260598,1122.25
394.5,157277,394.5
-847.0,719443,847.0
-878.75,772208,878.75
1998.0,3992386,1998.0
1111.5,1236130,1111.5
2516.0,6336868,2516.0
-470.25,221142,470.25
587.0,344632,587.0
-405.75,171945,405.75
1120.75,1256613,1120.75
-50.25,2588,50.25
563.5,317822,563.5
796.25,635402,796.25
133.5,18336,133.5
421.5,178013,421.5
4330.25,18752263,4330.25
279.25,77993,279.25
-131.0,21579,131.0
2905.25,8440481,2905.25
-1266.25,1603487,1266.25
266.25,71323,266.25
-833.5,705374,833.5
-710.5,504858,710.5
352.0,124582,352.0
3448.0,11888848,3448.0
1353.0,1831599,1353.0
2026.0,4106016,2026.0
-1041.5,1089500,1041.5
745.0,558518,745.0
1619.5,2623036,1619.5
-185.75,34705,185.75
2274.5,5174732,2274.5
1831.5,3354424,1831.5
930.5,866247,930.5
-544.75,296792,544.75
-2587.5,6695476,2587.5
4640.0,21530570,4640.0
645.25,419305,645.25
1444.75,2088450,1444.75
155.5,25988,155.5
3705.5,13731081,3705.5
3888.75,15124037,3888.75
3684.25,13574292,3684.25
821.0,675058,821.0
2332.0,5440944,2332.0
-600.5,360651,600.5
1009.0,1019114,1009.0
-1626.0,2651932,1626.0
-1195.0,1438162,1195.0
4654.0,21668006,4654.0
509.25,259454,509.25
3024.0,9146617,3024.0
-31.25,1245,31.25
14.25,1806,39.75
765.5,587238,765.5
2122.25,4507710,2122.25
-702.0,493646,702.0
852.5,730774,852.5
2334.5,5453988,2334.5
1491.0,2223615,1491.0
3343.25,11182837,3343.25
1195.25,1443837,1195.25
1609.75,2625757,1609.75
429.25,184819,429.25
1496.75,2244851,1496.75
1866.5,3484508,1866.5
1039.5,1082644,1039.5
470.25,221180,470.25
-2526.0,6380762,2526.0
278.25,88518,278.25
2745.25,7536710,2745.25
608.0,369888,608.0
-1016.75,1035923,1016.75
-604.0,365484,604.0
-2032.75,4132271,2032.75
3457.75,11956305,3457.75
1344.75,1809443,1344.75
-2867.25,8224382,2867.25
567.75,324495,567.75
-1726.25,3051735,1726.25
-1036.75,1077647,1036.75
3134.75,9829713,3134.75
1425.5,2032513,1425.5
323.25,106159,323.25
-103.0,10976,103.0
1715.0,2941276,1715.0
359.5,130346,359.5
1463.0,2141152,1463.0
333.5,112262,333.5
285.75,82508,285.75
2284.75,5220641,2284.75
1454.0,2114474,1454.0
-749.75,566856,749.75
2305.5,5334706,2305.5
1816.5,3299855,1816.5
1380.75,1906576,1380.75
795.25,636978,795.25
-1000.5,1001159,1000.5
1395.5,1947458,1395.5
-582.25,339361,582.25
-936.75,878748,936.75
3008.0,9051768,3008.0
-54.25,4071,54.25
2372.75,5633301,2372.75
-417.0,174686,417.0
-365.5,135802,365.5
1315.0,1738818,1315.0
1610.5,2595074,1610.5
-1838.5,3380486,1838.5
776.5,604488,776.5
1305.25,1704659,1305.25
-434.25,190673,434.25
1540.25,2372707,1540.25
-140.75,20163,140.75
-556.0,321346,556.0
7357.5,54136744,7357.5
1168.5,1368487,1168.5
2231.5,4982648,2231.5
1073.75,1153334,1073.75
957.25,922231,957.25
1363.5,1859147,1363.5
1107.75,1235516,1107.75
421.0,177896,421.0
1187.5,1410788,1187.5
754.25,570773,754.25
4242.25,17998682,4242.25
2396.75,5745158,2396.75
550.5,303316,550.5
-47.75,3653,47.75
266.25,73345,266.25
1554.5,2420318,1554.5
2450.5,6006048,2450.5
-1914.5,3666304,1914.5
-85.75,7860,85.75
1522.75,2319574,1522.75
2412.5,5831730,2412.5
2154.0,4646300,2154.0
2694.75,7268462,2694.75
244.5,59854,244.5
598.0,372340,598.0
448.75,203183,448.75
1349.0,1820798,1349.0
-1237.75,1533791,1237.75
1721.75,2964485,1721.75
-489.75,241453,489.75
3967.75,15751136,3967.75
-1261.0,1590164,1261.0
0.5,2324,46.5
244.0,59766,244.0
2378.0,5655120,2378.0
-1358.0,1844450,1358.0
341.5,116710,341.5
2749.75,7562246,2749.75
212.5,45921,212.5
-1033.75,1073158,1033.75
175.0,31228,175.0
3050.75,9307146,3050.75
1206.25,1463586,1206.25
2070.25,4285942,2070.25
2114.25,4472580,2114.25
1344.25,1807376,1344.25
1542.75,2382553,1542.75
315.25,99682,315.25
-992.0,994832,992.0
-58.0,3572,58.0
-687.25,473537,687.25
762.75,582334,762.75
2422.5,5872366,2422.5
549.25,305380,549.25
1017.25,1035452,1017.25
1301.25,1698430,1301.25
1643.75,2701961,1643.75
-278.25,78329,278.25
2733.0,7470802,2733.0
-739.5,546916,739.5
905.25,819623,905.25
4888.5,23897826,4888.5
3976.75,15814569,3976.75
443.25,196502,443.25
1976.0,3905206,1976.0
1804.75,3263726,1804.75
2705.0,7319588,2705.0
2136.0,4569348,2136.0
1712.75,2933630,1712.75
402.75,163565,402.75
7.5,8834,93.5
-844.25,716517,844.25
3003.25,9019615,3003.25
685.0,469324,685.0
788.75,623527,788.75
2122.0,4509194,2122.0
1406.5,1980405,1406.5
1006.0,1013950,1006.0
1916.25,3672157,1916.25
4003.5,16028106,4003.5
2685.5,7212060,2685.5
-168.25,37760,168.25
61.5,4236,61.5
-64.25,7932,66.25
-157.5,26469,157.5
-682.0,465138,682.0
1010.75,1037225,1010.75
-20.25,1326,30.25
-909.75,828262,909.75
-5254.0,27606560,5254.0
-218.25,48092,218.25
2839.25,8065369,2839.25
-2872.75,8252941,2872.75
-750.5,563826,750.5
-451.75,204141,451.75
-299.0,89476,299.0
729.75,532693,729.75
572.0,329084,572.0
-760.25,581007,760.25
1291.25,1667852,1291.25
146.0,21752,146.0
1820.25,3313651,1820.25
2255.25,5087903,2255.25
-482.75,246409,482.75
-216.25,61114,216.25
222.75,49839,222.75
867.75,773637,867.75
-1098.25,1207183,1098.25
58.0,19536,127.0
-850.0,723054,850.0
-437.5,191423,437.5
842.25,757386,842.25
1036.25,1075210,1036.25
-1035.75,1073149,1035.75
-1447.5,2095618,1447.5
-1955.25,3823049,1955.25
144.0,21570,144.0
-346.5,120072,346.5
57.0,5283,57.0
365.0,133260,365.0
-818.5,670012,818.5
1430.25,2046253,1430.25
2064.0,4260124,2064.0
-115.0,13738,115.0
692.25,480337,692.25
284.5,84022,284.5
535.25,286627,535.25
865.75,750220,865.75
195.0,38223,195.0
623.75,391746,623.75
849.5,722018,849.5
786.0,618558,786.0
-1217.5,1483120,1217.5
732.75,541379,732.75
531.0,286730,531.0
-293.25,87177,293.25
-59.75,4004,59.75
1323.25,1751056,1323.25
367.25,135107,367.25
80.0,6676,80.0
-339.5,115528,339.5
1239.5,1537270,1239.5
1246.75,1555055,1246.75
1453.25,2117849,1453.25
-1672.0,2796362,1672.0
-320.75,104672,320.75
-153.5,24321,153.5
-313.75,101443,313.75
-580.25,337787,580.25
-461.75,214005,461.75
3052.25,9316326,3052.25
2291.0,5248707,2291.0
-1466.25,2155119,1466.25
280.0,78572,280.0
1446.0,2097176,1446.0
1747.0,3052670,1747.0
3500.0,12250792,3500.0
-171.0,30152,171.0
215.0,52162,215.0
308.75,98550,308.75
3600.25,12964088,3600.25
16.0,10891,103.0
2078.5,4321555,2078.5
371.75,140985,371.75
827.75,685318,827.75
-265.0,70394,265.0
759.5,577036,759.5
-68.75,5181,68.75
-608.5,370839,608.5
-180.75,32836,180.75
65.5,4466,65.5
247.0,61062,247.0
173.0,30312,173.0
95.25,9507,95.25
620.75,385615,620.75
-2908.25,8458000,2908.25
755.0,571924,755.0
321.0,103230,321.0
2587.0,6716908,2587.0
-2311.75,5351435,2311.75
1066.5,1137693,1066.5
-64.75,4458,64.75
1616.75,2613896,1616.75
985.0,978188,985.0
735.25,546420,735.25
4082.5,16667770,4082.5
975.75,952190,975.75
2113.0,4464988,2113.0
1648.75,2718432,1648.75
-1032.0,1065226,1032.0
1100.25,1210566,1100.25
1498.25,2248510,1498.25
1875.25,3517782,1875.25
1833.25,3361196,1833.25
-1147.0,1315700,1147.0
-1134.25,1291064,1134.25
581.75,338480,581.75
1.5,431,20.5
571.5,327543,571.5
2212.5,4897414,2212.5
-554.75,309497,554.75
2544.0,6481674,2544.0
1793.0,3218838,1793.0
-907.25,823659,907.25
2845.75,8105840,2845.75
-288.0,83028,288.0
-984.0,971288,984.0
-949.25,904790,949.25
1163.25,1353256,1163.25
-1392.25,1939916,1392.25
1262.25,1593490,1262.25
837.5,716566,837.5
-600.0,361686,600.0
1905.25,3632657,1905.25
-455.25,207549,455.25
590.5,351060,590.5
834.25,696128,834.25
2159.0,4661470,2159.0
-1420.0,2018802,1420.0
-609.5,375918,609.5
-69.0,4800,69.0
598.0,357614,598.0
327.0,107186,327.0
-824.0,679217,824.0
3146.75,9902765,3146.75
2253.0,5076114,2253.0
-413.25,170854,413.25
-1953.75,3818765,1953.75
-996.25,992731,996.25
2739.0,7502320,2739.0
-239.75,57779,239.75
-1485.0,2207894,1485.0
197.0,39138,197.0
-1127.25,1270768,1127.25
-133.25,17771,133.25
1127.0,1270834,1127.0
-198.5,41072,198.5
790.75,625578,790.75
781.5,611068,781.5
2519.75,6349747,2519.75
10026.5,100725330,10026.5
184.5,38694,184.5
291.0,87988,291.0
-398.25,158664,398.25
-1494.5,2235092,1494.5
472.5,224991,472.5
-512.75,263142,512.75
-651.5,425060,651.5
2298.0,5281034,2298.0
587.5,348464,587.5
-1784.0,3184324,1784.0
424.25,189740,424.25
935.75,875819,935.75
983.75,967822,983.75
854.5,730423,854.5
1779.25,3166870,1779.25
317.0,102848,317.0
-549.25,303207,549.25
610.25,374282,610.25
1585.75,2515976,1585.75
-1464.5,2144778,1464.5
-3622.25,13121595,3622.25
3572.25,12762840,3572.25
-394.0,155660,394.0
1490.5,2223795,1490.5
-637.25,406190,637.25
-31.75,2012,33.75
1956.25,3836181,1956.25
-1153.0,1330318,1153.0
-194.25,37953,194.25
-3250.0,10562660,3250.0
-3045.0,9277294,3045.0
930.0,865593,930.0
-1253.75,1573123,1253.75
1984.5,3938987,1984.5
2122.75,4506074,2122.75
17371.25,301760411,17371.25
-151.75,23057,151.75
-1921.25,3693963,1921.25
8478.5,71885025,8478.5
100.25,10496,100.25
885.75,785815,885.75
-1260.5,1589018,1260.5
-414.25,173036,414.25
-125.5,22398,125.5
-1484.0,2202280,1484.0
-76.25,10559,76.25
4117.5,16953836,4117.5
-2446.5,5993844,2446.5
-1072.5,1151492,1072.5
1814.5,3293942,1814.5
646.25,417657,646.25
-4229.75,17891188,4229.75
-1699.75,2893420,1699.75
377.25,143086,377.25
1730.5,2994716,1730.5
-2559.75,6553378,2559.75
2453.75,6020996,2453.75
2609.0,6808840,2609.0
1944.5,3781630,1944.5
-438.75,192534,438.75
904.0,817718,904.0
1825.25,3333680,1825.25
-1186.0,1406884,1186.0
3806.25,14487551,3806.25
1466.5,2150892,1466.5
1131.5,1281406,1131.5
-291.0,85804,291.0
2203.0,4853238,2203.0
-1401.25,1968908,1401.25
1043.0,1088094,1043.0
-1132.75,1283379,1132.75
-1392.25,1941674,1392.25
-40.0,1971,40.0
-670.0,448974,670.0
2485.25,6176597,2485.25
-1831.0,3354462,1831.0
70.5,5129,70.5
-413.25,171957,413.25
70.75,5808,70.75
1740.25,3028738,1740.25
-631.75,400002,631.75
-293.5,88286,293.5
778.5,608526,778.5
-539.25,291145,539.25
3353.5,11249822,3353.5
4467.75,19973684,4467.75
656.25,432265,656.25
3369.0,11354496,3369.0
275.75,77646,275.75
-1254.75,1582557,1254.75
2285.25,5222584,2285.25
1038.0,1078960,1038.0
-1762.0,3105850,1762.0
917.75,846718,917.75
1892.0,3588253,1892.0
1241.5,1541874,1241.5
72.25,9881,75.25
3681.5,13556898,3681.5
-3958.0,15669250,3958.0
5653.75,31965216,5653.75
203.0,41410,203.0
-1635.75,2676289,1635.75
-3470.5,12101438,3470.5
-2242.75,5040726,2242.75
-2706.0,7322553,2706.0
-3607.5,13014736,3607.5
104.25,11969,104.25
-2165.0,4695260,2165.0
-5599.75,31392738,5599.75
-46.0,9438,84.5
-3901.25,15264844,3901.25
-474.0,226221,474.0
-1063.5,1132940,1063.5
-4035.5,16286032,4035.5
-1140.25,1303876,1140.25
943.5,890596,943.5
-1364.5,1861992,1364.5
-5204.5,27181358,5204.5
-679.0,462786,679.0
-3964.75,15754394,3964.75
4642.75,21557397,4642.75
-715.5,513958,715.5
150.75,28794,150.75
2116.5,4482046,2116.5
-3680.5,13547196,3680.5
-3890.25,15136069,3890.25
2879.25,8290452,2879.25
-2064.75,4264428,2064.75
-1943.25,3777235,1943.25
-159.75,25709,159.75
-801.75,644936,801.75
-1140.25,1300671,1140.25
634.25,403791,634.25
634.0,402572,634.0
1195.25,1431301,1195.25
-2752.75,7577936,2752.75
-3552.25,12636695,3552.25
8832.25,83001618,8832.25
934.25,880585,934.25
2892.5,8382531,2892.5
-1577.5,2488820,1577.5
-1207.75,1459160,1207.75
-396.75,165941,396.75
-1942.75,3782761,1942.75
-525.75,276937,525.75
-1440.25,2076417,1440.25
-1050.0,1102650,1050.0
4761.25,22746422,4761.25
4898.5,23995470,4898.5
3709.0,13758790,3709.0
-2642.5,6983436,2642.5
2907.5,8453858,2907.5
-187.5,35668,187.5
577.25,333796,577.25
-1826.0,3334880,1826.0
1380.0,1915010,1380.0
6446.5,41592087,6446.5
514.75,273304,514.75
1797.5,3326544,1797.5
3355.25,11261441,3355.25
1254.5,1577258,1254.5
-434.25,190546,434.25
9.5,842,23.5
5684.5,32314654,5684.5
-388.75,159447,388.75
-1560.0,2434514,1560.0
-720.0,526566,720.0
-1611.75,2597940,1611.75
-1010.0,1030584,1010.0
817.5,670926,817.5
-64.0,4200,64.0
-841.5,711718,841.5
-26.25,2175,38.25
2289.75,5243567,2289.75
430.5,185765,430.5
-2528.5,6393592,2528.5
-2548.75,6496603,2548.75
-64.5,22094,131.0
1104.5,1228382,1104.5
2638.0,6959530,2638.0
1154.75,1368509,1154.75
1669.5,2799043,1669.5
1851.25,3427485,1851.25
1296.75,1682564,1296.75
-623.5,396236,623.5
-1068.75,1142567,1068.75
1247.5,1556571,1247.5
2604.75,6786157,2604.75
2713.5,7427998,2713.5
2198.75,4838222,2198.75
2131.0,4542532,2131.0
388.5,157600,388.5
-165.5,28138,165.5
3641.0,13259285,3641.0
487.75,245280,487.75
1500.75,2271814,1500.75
1054.25,1112264,1054.25
1037.0,1080366,1037.0
2542.75,6475638,2542.75
2852.75,8140596,2852.75
915.25,838635,915.25
2827.0,7992209,2827.0
-812.0,689158,812.0
4585.75,21031150,4585.75
-894.25,800255,894.25
1741.0,3032398,1741.0
-39.0,1683,39.0
459.5,219074,459.5
4443.0,19741154,4443.0
1399.5,1959034,1399.5
19.75,11004,101.75
-781.5,611265,781.5
1705.75,2910164,1705.75
181.25,38093,181.25
3319.0,11016907,3319.0
-76.25,6405,76.25
4116.75,16957780,4116.75
1086.5,1243164,1086.5
2626.0,6896354,2626.0
3449.25,11897606,3449.25
1597.25,2551250,1597.25
306.25,94314,306.25
4536.25,20577858,4536.25
1111.0,1235028,1111.0
1154.25,1341406,1154.25
-1804.5,3259632,1804.5
3399.75,11558586,3399.75
1071.25,1170161,1071.25
2003.25,4014477,2003.25
2592.0,6719148,2592.0
1047.5,1097374,1047.5
2724.5,7424942,2724.5
2374.0,5641014,2374.0
2054.25,4220736,2054.25
4076.0,16614817,4076.0
2184.0,4782210,2184.0
2406.5,5793306,2406.5
1024.75,1055067,1024.75
2457.0,6039738,2457.0
1344.75,1808984,1344.75
3043.75,9264749,3043.75
51.25,5746,55.25
3158.5,9976308,3158.5
5517.75,30445598,5517.75
3692.75,13636520,3692.75
3679.5,13538864,3679.5
2141.25,4588379,2141.25
4375.25,19148701,4375.25
4174.75,17428945,4174.75
3617.5,13086790,3617.5
2724.0,7421284,2724.0
4271.75,18248013,4271.75
-74.5,8370,74.5
460.5,223116,460.5
1873.5,3514421,1873.5
2572.5,6642916,2572.5
264.75,81541,264.75
2433.5,5932863,2433.5
2734.5,7477532,2734.5
1213.0,1471586,1213.0
330.25,115672,330.25
-960.25,938275,960.25
-103.25,14665,103.25
-1074.0,1153568,1074.0
-1469.75,2160400,1469.75
-682.75,467054,682.75
-1334.75,1788660,1334.75
-263.0,69346,263.0
-907.5,824128,907.5
88.0,7862,88.0
484.5,241308,484.5
-287.25,86212,287.25
-1109.25,1230525,1109.25
3454.0,11930166,3454.0
-238.25,56875,238.25
-784.25,616096,784.25
-719.5,517724,719.5
609.25,372629,609.25
-1947.25,3793797,1947.25
2123.5,4513034,2123.5
-592.5,351074,592.5
-1036.25,1078075,1036.25
-374.75,183869,374.75
-1364.25,1869329,1364.25
390.0,153386,390.0
1535.75,2362922,1535.75
-397.75,158902,397.75
-1077.0,1162064,1077.0
-2607.5,6799598,2607.5
1303.5,1699374,1303.5
-249.5,65312,249.5
-995.5,991547,995.5
847.25,717956,847.25
2138.25,4572143,2138.25
595.0,355014,595.0
1436.75,2064762,1436.75
1590.75,2533275,1590.75
-118.0,20168,118.0
-2907.75,8455083,2907.75
802.25,651135,802.25
-739.75,547473,739.75
682.5,466209,682.5
4265.0,18191300,4265.0
-1567.5,2457062,1567.5
-647.0,419128,647.0
151.0,23860,151.0
244.5,60112,244.5
125.25,17059,125.25
-1405.5,1976088,1405.5
-349.0,123966,349.0
-2769.25,7677378,2769.25
-2027.0,4112064,2027.0
1823.25,3336444,1823.25
-2053.75,4218048,2053.75
-1177.0,1385798,1177.0
-866.25,750835,866.25
-601.75,362734,601.75
-830.25,689331,830.25
1000.25,1001126,1000.25
-5094.75,25956637,5094.75
-18.25,428,18.25
-272.25,88903,272.25
661.75,440021,661.75
-3026.25,9158555,3026.25
74.5,7032,74.5
-103.0,21333,120.5
286.0,81848,286.0
-56.0,3176,56.0
-22.25,1846,36.75
1679.5,2825978,1679.5
-129.25,17734,129.25
-108.75,20527,108.75
-138.25,19129,138.25
-290.25,84393,290.25
-1176.5,1387654,1176.5
300.0,90004,300.0
-362.25,131250,362.25
-3078.0,9475866,3078.0
509.25,261362,509.25
-2146.75,4609719,2146.75
1126.5,1270190,1126.5
422.0,181522,422.0
782.75,630631,782.75
2093.75,4384831,2093.75
1060.5,1125227,1060.5
706.5,502178,706.5
-680.0,462571,680.0
2757.5,7606516,2757.5
-730.0,542146,730.0
2000.75,4004872,2000.75
-2474.25,6125224,2474.25
-2889.75,8352717,2889.75
-217.75,49367,217.75
-4083.0,16695414,4083.0
-7613.25,57983607,7613.25
-2720.75,7405221,2720.75
-20173.0,406952064,20173.0
-2251.0,5090834,2251.0
-7266.5,52803677,7266.5
-15431.0,238119266,15431.0
-5258.25,27650458,5258.25
-7303.0,53345396,7303.0
-11090.75,123081829,11090.75
-15821.25,250331917,15821.25
-15152.25,229603960,15152.25
-12533.5,157111191,12533.5
-14672.5,215304886,14672.5
-10094.75,101911029,10094.75
-8782.25,77140673,8782.25
-4862.25,23649229,4862.25
-5402.5,29285262,5402.5
-4177.5,17457348,4177.5
-2566.0,6607886,2566.0
-3487.5,12199585,3487.5
-3825.25,14649371,3825.25
-3013.5,9151330,3013.5
-6108.75,37321776,6108.75
-2101.5,4419662,2101.5
849.75,746193,849.75
1028.0,1062432,1028.0
-2200.0,4842070,2200.0
-6628.25,51764168,6628.25
-4250.75,18084828,4250.75
-8867.5,78635218,8867.5
-3017.25,16859248,3861.25
-2492.5,6212574,2492.5
-4735.25,23099285,4735.25
-8165.25,66674860,8165.25
-3404.5,11590812,3404.5
