4MA Error,4MA Squared Error,4MA Absolute Error
-3537.25,12514009,3537.25
-4378.5,19171304,4378.5
-4378.5,19171304,4378.5
-5037.25,25373930,5037.25
-8613.0,74185308,8613.0
4132.75,17087186,4132.75
-625.5,392638,625.5
-2182.75,4766431,2182.75
-6283.0,39476120,6283.0
-1862.25,3468085,1862.25
-5472.5,29948882,5472.5
-4251.75,18077707,4251.75
2259.75,5108783,2259.75
-4512.25,20363276,4512.25
-5862.75,34373890,5862.75
-7951.25,63223045,7951.25
-3741.5,14359588,3741.5
-6298.75,39682137,6298.75
-7820.25,61157634,7820.25
-4613.0,21285195,4613.0
-3979.0,15845604,3979.0
2914.0,8497994,2914.0
-5333.75,28455950,5333.75
2487.0,6190600,2487.0
3244.5,10527536,3244.5
-1074.25,1154114,1074.25
-1195.75,1431164,1195.75
2554.5,6527242,2554.5
2355.75,5575449,2355.75
2741.5,7515846,2741.5
2743.0,7525618,2743.0
2851.75,8143663,2851.75
3486.5,12159946,3486.5
2790.25,7813566,2790.25
3536.5,12511344,3536.5
3550.75,12612700,3550.75
3744.25,14023206,3744.25
3468.5,12030522,3468.5
-3254.75,10594470,3254.75
2851.75,8143663,2851.75
-2047.0,4195564,2047.0
-1349.5,1834528,1349.5
1985.0,3941012,1985.0
2441.0,5959520,2441.0
-6912.25,47779643,6912.25
1504.5,2266803,1504.5
356.5,127310,356.5
-2074.25,4313085,2074.25
-3168.25,10038263,3168.25
-1668.25,2784029,1668.25
-3234.75,10467085,3234.75
-6296.0,39649132,6296.0
-3260.25,10629248,3260.25
-6487.0,42081528,6487.0
-3111.25,9680693,3111.25
967.5,940103,967.5
-2964.5,8790824,2964.5
-1259.0,1585156,1259.0
694.5,482920,694.5
-1586.5,2537450,1586.5
4094.5,16765636,4094.5
1467.0,2153566,1467.0
-1173.0,1376100,1173.0
-250.5,66252,250.5
6497.0,42211594,6497.0
4134.25,17093927,4134.25
-169.0,28568,169.0
-856.75,736019,856.75
3083.5,9516830,3083.5
2112.75,4463900,2112.75
1051.75,1106196,1051.75
2503.5,6269838,2503.5
-619.5,383852,619.5
1226.75,1508732,1226.75
-120.75,17391,120.75
1313.25,1725873,1313.25
2161.0,4688462,2161.0
-532.5,287160,532.5
253.5,67575,253.5
3397.25,11541429,3397.25
1516.0,2299358,1516.0
6380.0,40709114,6380.0
-45.25,2100,45.25
-2014.0,4060488,2014.0
-967.25,941627,967.25
3159.75,9985889,3159.75
87.75,32932,158.75
621.25,388906,621.25
-328.25,111888,328.25
170.5,30382,170.5
-279.75,81336,279.75
-2320.25,5386751,2320.25
-3619.75,13102663,3619.75
-2963.0,8779420,2963.0
-3096.75,9590455,3096.75
5873.75,34501131,5873.75
42.75,1870,42.75
111.25,15948,111.25
1041.25,1084363,1041.25
-286.5,110814,286.5
1063.5,1131106,1063.5
1995.0,3982236,1995.0
-6273.25,39355061,6273.25
-2609.0,6806918,2609.0
-7335.25,53824769,7335.25
243.75,80048,243.75
-5057.0,25573888,5057.0
1513.0,2290288,1513.0
1288.75,1662973,1288.75
-5712.25,32633588,5712.25
-1457.5,2124664,1457.5
-3694.5,13654278,3694.5
-3442.25,11852386,3442.25
-1583.0,2506912,1583.0
1163.25,1357030,1163.25
-3659.5,13393058,3659.5
-2664.0,7097386,2664.0
-8286.5,68673083,8286.5
-10938.75,119672396,10938.75
-18096.75,327498586,18096.75
-17745.25,314894767,17745.25
-6085.75,37040529,6085.75
-8815.0,77709344,8815.0
-15323.75,234817542,15323.75
-8358.25,69915100,8358.25
-7811.5,61028178,7811.5
-17593.0,309514870,17593.0
-9940.75,98822658,9940.75
-8804.5,77527992,8804.5
-11682.5,136482664,11682.5
-8860.25,78513201,8860.25
-11967.75,143234103,11967.75
-5256.75,27634355,5256.75
-6605.25,43629680,6605.25
-8395.25,70480744,8395.25
-11971.75,143323081,11971.75
-5529.25,30603260,5529.25
-4666.75,21778973,4666.75
-11612.0,134840398,11612.0
-10134.25,102703245,10134.25
-9090.0,82629844,9090.0
-12811.25,164128224,12811.25
-4428.75,19613883,4428.75
-6938.75,48170980,6938.75
-10928.0,119421202,10928.0
-1438.0,2067993,1438.0
-8012.0,64196602,8012.0
-8109.75,65772613,8109.75
-2674.5,7153635,2674.5
-5757.25,33147490,5757.25
-3016.25,9100190,3016.25
-3211.75,10319646,3211.75
-5829.5,33984689,5829.5
-8423.5,70990143,8423.5
-9806.0,96201570,9806.0
-4557.5,20778206,4557.5
-8763.0,76810548,8763.0
-7604.75,57838914,7604.75
-5115.25,26166380,5115.25
-6984.0,48776668,6984.0
-6355.25,40390588,6355.25
-1526.5,2339709,1526.5
-8299.25,68878661,8299.25
-3032.5,9201422,3032.5
-8162.75,66665164,8162.75
-5868.0,34472648,5868.0
-2042.5,4180089,2042.5
-472.5,228038,472.5
-3959.25,15676001,3959.25
-5042.0,25422650,5042.0
-608.5,373580,608.5
-5905.0,34915274,5905.0
1744.5,3051508,1744.5
-991.5,983092,991.5
441.25,204870,441.25
1106.25,1225736,1106.25
-8570.0,73762461,8570.0
-3443.75,11859488,3443.75
-9372.5,87848532,9372.5
-4022.25,16196261,4022.25
-8105.75,65716237,8105.75
-5560.5,30930978,5560.5
-3130.0,9796994,3130.0
2751.25,7569967,2751.25
-1620.5,2628836,1620.5
1864.25,3494565,1864.25
3073.5,9448325,3073.5
-2581.0,6668482,2581.0
-1055.75,1115516,1055.75
696.25,495392,696.25
-414.0,173120,414.0
2710.0,7382938,2710.0
-2368.25,5609566,2368.25
2850.0,8132728,2850.0
-2388.0,5703306,2388.0
-1810.5,3278090,1810.5
-2283.0,5212330,2283.0
-4219.5,17817523,4219.5
-8095.75,65546108,8095.75
-1752.75,3072425,1752.75
1086.5,1204372,1086.5
-1142.75,1307036,1142.75
-3685.75,13585619,3685.75
-3450.75,11910463,3450.75
-7836.5,61422884,7836.5
-9781.75,95683714,9781.75
-4613.75,21289701,4613.75
-8777.5,77045696,8777.5
-5038.75,25389200,5038.75
-3907.5,15280396,3907.5
-9159.75,83901714,9159.75
-6808.75,46359497,6808.75
-6631.25,43979923,6631.25
-4231.0,17901764,4231.0
-4226.25,17863398,4226.25
-5053.0,25533728,5053.0
-4119.25,16971032,4119.25
74.75,7352,74.75
-6489.75,42121675,6489.75
-2511.25,6321724,2511.25
-5034.75,25349226,5034.75
-7448.75,55484083,7448.75
-6448.0,41577358,6448.0
-2649.0,7019526,2649.0
-1811.75,3283034,1811.75
-8127.25,66052230,8127.25
-1648.0,2716186,1648.0
2089.5,4366037,2089.5
-3030.75,9197937,3030.75
-1066.25,1152158,1066.25
-5943.75,35328260,5943.75
-1072.25,1152346,1072.25
2930.0,8593832,2930.0
-115.25,27896,120.75
-1390.75,1936902,1390.75
-6346.0,40279838,6346.0
-7631.25,58236789,7631.25
-10509.25,110444439,10509.25
-5408.0,29248425,5408.0
-2147.25,4610753,2147.25
702.25,493242,702.25
-6626.75,43914074,6626.75
1267.25,1606313,1267.25
-4291.5,18417330,4291.5
-6994.0,48917332,6994.0
-1232.0,1519648,1232.0
1699.5,2888547,1699.5
1975.5,3902880,1975.5
-7237.25,52378559,7237.25
-9208.75,84805496,9208.75
-3770.0,14212924,3770.0
-2405.0,5793439,2405.0
1901.0,3614482,1901.0
-2167.25,4700005,2167.25
-7965.75,63454435,7965.75
-5286.75,27960402,5286.75
-4224.75,17851229,4224.75
-1368.0,1889668,1368.0
-487.0,237769,487.0
2455.0,6073050,2455.0
3224.75,10400425,3224.75
-1764.75,3114528,1764.75
-575.5,331426,575.5
1826.0,3355908,1826.0
-2504.75,6293225,2504.75
1241.25,1544415,1241.25
-615.0,382720,615.0
-108.75,14188,108.75
88.5,13462,88.5
77.75,11647,78.25
102.75,14252,102.75
-7267.25,52815451,7267.25
-5370.25,28840478,5370.25
420.75,191981,420.75
-5729.0,32882163,5729.0
-4054.0,16435664,4054.0
3136.75,9842154,3136.75
2976.75,8863009,2976.75
768.75,592811,768.75
-9050.25,81907137,9050.25
230.25,53311,230.25
532.75,287282,532.75
-3497.5,12232754,3497.5
705.0,502312,705.0
602.5,363422,602.5
-7425.0,55131048,7425.0
-6612.25,43722313,6612.25
-3896.0,15183816,3896.0
-5096.25,25984068,5096.25
-1901.5,3617954,1901.5
-6178.75,38178539,6178.75
-2526.25,6385668,2526.25
3771.75,14234701,3771.75
726.5,534494,726.5
-5466.5,29891462,5466.5
-5022.25,25226652,5022.25
-5073.5,25740512,5073.5
-6771.25,45849844,6771.25
-4386.25,19241248,4386.25
1399.0,1962474,1399.0
-1491.25,2236565,1491.25
-4113.5,16921277,4113.5
-3885.75,15106497,3885.75
-2796.25,7825148,2796.25
-3563.5,12698590,3563.5
-3446.5,11891049,3446.5
-3260.0,10627778,3260.0
-839.5,707854,839.5
-3790.25,14373889,3790.25
-914.25,836180,914.25
1513.0,2290288,1513.0
-2780.0,7737344,2780.0
-5032.25,25345694,5032.25
-5874.5,34510028,5874.5
-6316.25,39895924,6316.25
-6581.0,43310254,6581.0
-11232.75,126179917,11232.75
1184.25,1408315,1184.25
-4995.5,24955839,4995.5
-5961.75,35545516,5961.75
-5787.75,33504001,5787.75
-6510.0,42391193,6510.0
-6624.5,43885478,6624.5
-899.5,813855,899.5
610.25,372651,610.25
-973.0,970022,973.0
-1198.0,1436135,1198.0
-894.5,805408,894.5
800.75,643259,800.75
-10212.25,104297153,10212.25
-3011.25,9067719,3011.25
825.75,693581,825.75
1552.5,2411518,1552.5
-2467.5,6088774,2467.5
1653.0,2738582,1653.0
1535.0,2357076,1535.0
1460.25,2132538,1460.25
-2236.0,5001042,2236.0
192.25,37046,192.25
559.75,313372,559.75
3104.5,9638058,3104.5
-935.75,875867,935.75
1993.25,3974088,1993.25
1687.25,2847685,1687.25
-601.25,361805,601.25
-1096.25,1219387,1096.25
-5053.25,25535569,5053.25
-5035.75,25359853,5035.75
1638.5,2684824,1638.5
1927.25,3744984,1927.25
-1183.0,1399932,1183.0
-1462.5,2138976,1462.5
2125.0,4516232,2125.0
-1221.25,1492615,1221.25
5760.0,33182914,5760.0
-1739.5,3026392,1739.5
1236.0,1531020,1236.0
6033.25,36402688,6033.25
-1668.0,2783012,1668.0
-1343.25,1804906,1343.25
-3020.0,9120573,3020.0
-2733.25,7470922,2733.25
-4512.25,20360423,4512.25
1199.25,1438758,1199.25
2972.75,8857071,2972.75
3804.75,14477515,3804.75
-12.5,1067,22.5
1432.0,2050720,1432.0
-2403.25,5777721,2403.25
-1029.0,1066767,1029.0
4017.0,16140506,4017.0
2053.5,4224251,2053.5
4724.25,22326967,4724.25
2215.0,4907706,2215.0
-3628.0,13169838,3628.0
1018.75,1037882,1018.75
1727.25,2983453,1727.25
2320.5,5388570,2320.5
-567.5,322588,567.5
-6725.0,45236060,6725.0
2332.75,5441882,2332.75
-8876.0,78786238,8876.0
-5594.0,31364408,5594.0
-6960.75,48464327,6960.75
-131.0,17962,131.0
-6035.25,36429151,6035.25
-8969.75,80463446,8969.75
-10869.25,118141328,10869.25
-12538.0,157204500,12538.0
873.0,762155,873.0
-10242.75,104918701,10242.75
-4972.25,24732002,4972.25
-11683.5,136506200,11683.5
-1796.25,3233866,1796.25
-5758.5,33161326,5758.5
-2541.5,6485886,2541.5
-380.75,147719,380.75
-353.25,130459,353.25
-3185.25,10174600,3185.25
-5777.25,33380454,5777.25
1139.5,1298608,1139.5
-10178.75,103626937,10178.75
-5383.5,28982731,5383.5
1601.5,2565360,1601.5
-360.25,130222,360.25
-113.25,12960,113.25
1220.0,1582358,1220.0
-65.0,5599,65.0
1627.25,2648313,1627.25
173.0,30780,173.0
947.25,897715,947.25
827.5,685632,827.5
-1064.75,1136804,1064.75
-1111.5,1238688,1111.5
-1109.25,1234081,1109.25
-1027.75,1056889,1027.75
-3290.75,10856679,3290.75
558.25,312235,558.25
560.75,315167,560.75
1060.75,1125380,1060.75
-1208.5,1461984,1208.5
-4587.5,21045345,4587.5
-416.5,191488,416.5
-2010.0,4040246,2010.0
245.25,60207,245.25
-2592.0,6718690,2592.0
-837.0,734795,837.0
-23.5,2780,46.5
273.75,77126,273.75
-1443.25,2083505,1443.25
-961.0,924788,961.0
-523.75,276301,523.75
2366.5,5613022,2366.5
717.5,515152,717.5
1130.75,1283466,1130.75
129.5,16958,129.5
1042.75,1087598,1042.75
634.25,408118,634.25
-49.0,2572,49.0
-39.25,1634,39.25
1704.0,2904076,1704.0
1799.25,3240830,1799.25
-943.25,890063,943.25
-984.5,969773,984.5
-1247.5,1560252,1247.5
-144.5,25394,144.5
-675.0,455960,675.0
-1249.5,1562974,1249.5
-1994.75,3980006,1994.75
300.5,90436,300.5
435.75,189892,435.75
558.0,314666,558.0
-2286.5,5228101,2286.5
-1907.25,3642801,1907.25
212.75,45331,212.75
511.5,264986,511.5
-171.5,30058,171.5
-1621.5,2629666,1621.5
797.0,635510,797.0
289.75,97940,289.75
-1594.0,2540928,1594.0
35.75,1449,35.75
789.5,644692,789.5
-1603.5,2612426,1603.5
70.0,10496,76.5
4151.75,17240729,4151.75
26.5,1372,26.5
3104.5,9640278,3104.5
-203.5,41700,203.5
-361.5,131170,361.5
328.0,109844,328.0
321.25,107603,321.25
-1190.0,1422346,1190.0
-1368.25,1873348,1368.25
1159.5,1344686,1159.5
-411.75,176064,411.75
3208.0,10292200,3208.0
-1099.75,1210635,1099.75
973.25,955599,973.25
-697.25,486163,697.25
-724.75,536766,724.75
-66.0,5920,66.0
-1726.75,2981732,1726.75
-1286.75,1657929,1286.75
607.5,370470,607.5
535.75,293004,535.75
66.5,6917,66.5
253.25,64150,253.25
-1167.0,1371526,1167.0
1852.25,3430951,1852.25
1145.25,1314387,1145.25
-2142.0,4590333,2142.0
-58.75,3502,58.75
-1092.0,1198628,1092.0
-240.25,60765,240.25
-1710.0,2924430,1710.0
-415.0,174042,415.0
822.0,679980,822.0
-1043.25,1093378,1043.25
79.75,10371,79.75
298.0,90698,298.0
17.0,1186,27.5
-282.25,80666,282.25
1041.75,1085697,1041.75
149.25,23232,149.25
-5859.0,34328092,5859.0
628.25,394786,628.25
-1801.5,3246548,1801.5
3337.5,11141834,3337.5
-1003.0,1006090,1003.0
-1022.25,1047150,1022.25
2762.75,7678399,2762.75
-1741.75,3033746,1741.75
-1959.25,3863959,1959.25
-255.75,70401,255.75
3337.5,11141834,3337.5
942.25,887935,942.25
-3937.5,15504095,3937.5
2208.5,4878052,2208.5
-3613.0,13054668,3613.0
-822.0,676084,822.0
392.5,162900,392.5
1238.5,1534912,1238.5
-1540.75,2374076,1540.75
1905.75,3632631,1905.75
-1530.25,2343336,1530.25
-884.75,783798,884.75
-567.75,323228,567.75
-2757.5,7603922,2757.5
-1992.25,3969137,1992.25
1959.5,3840406,1959.5
-1020.5,1045454,1020.5
-2877.75,8281542,2877.75
167.5,29916,167.5
-2021.5,4089386,2021.5
536.75,288845,536.75
-1080.25,1167191,1080.25
-190.5,36376,190.5
-220.75,49742,220.75
-997.0,1016416,997.0
-157.25,25838,157.25
70.5,7680,70.5
177.5,35143,177.5
-123.0,17176,123.0
44.25,3642,45.25
154.25,32978,154.25
44.25,3642,45.25
100.25,10210,100.25
309.5,95885,309.5
452.5,204951,452.5
87.25,8186,87.25
-724.5,532261,724.5
93.5,8937,93.5
724.5,524946,724.5
1096.75,1202963,1096.75
-841.75,710049,841.75
-438.0,193696,438.0
-2541.5,6462510,2541.5
-4549.75,20700302,4549.75
384.0,148617,384.0
-1027.25,1056032,1027.25
1443.75,2084442,1443.75
-833.5,694944,833.5
-1850.25,3424000,1850.25
-1016.25,1038660,1016.25
574.75,330537,574.75
512.0,262152,512.0
162.0,28998,162.0
1013.5,1039392,1013.5
4157.25,17282934,4157.25
1987.5,3952004,1987.5
1657.0,2779942,1657.0
-450.75,203355,450.75
-133.75,17912,133.75
1354.25,1845201,1354.25
-1184.25,1412256,1184.25
-2331.5,5435908,2331.5
427.5,204074,427.5
1192.25,1422680,1192.25
-493.5,245950,493.5
-203.0,42658,203.0
1337.75,1789955,1337.75
454.25,207928,454.25
-305.0,93162,305.0
-260.0,69246,260.0
-203.0,42658,203.0
-256.75,67845,256.75
-347.5,123327,347.5
-167.75,31435,167.75
-172.25,29724,172.25
-260.0,69246,260.0
-2263.0,5121284,2263.0
-203.0,42658,203.0
-1171.25,1371896,1171.25
-447.75,204220,447.75
2694.75,7261698,2694.75
1807.5,3273004,1807.5
-2536.5,6435076,2536.5
-2404.25,5780614,2404.25
2508.25,6292847,2508.25
-4618.75,21334153,4618.75
-2513.0,6317112,2513.0
-168.5,28407,168.5
-3892.25,15149706,3892.25
-2111.0,4466440,2111.0
-2116.5,4490882,2116.5
-342.75,121629,342.75
-2161.75,4673538,2161.75
-1070.0,1147118,1070.0
-1403.0,1968468,1403.0
-950.75,903963,950.75
-1701.0,2893437,1701.0
619.5,384709,619.5
1556.5,2423110,1556.5
-1819.75,3311606,1819.75
3359.75,11291032,3359.75
3169.25,10050750,3169.25
905.25,830229,905.25
-1222.0,1494492,1222.0
3492.0,12194438,3492.0
37.0,1406,37.0
-1141.0,1304382,1141.0
-1492.75,2228369,1492.75
-1046.5,1097943,1046.5
-630.25,397324,630.25
-517.0,267538,517.0
-1851.25,3439613,1851.25
-3200.5,10244605,3200.5
-165.0,27363,165.0
567.25,333506,567.25
-5930.0,35165190,5930.0
-1892.0,3580408,1892.0
2013.25,4054396,2013.25
-1326.5,1760029,1326.5
331.5,114806,331.5
12.5,852,17.0
83.25,7329,83.25
122.75,15395,122.75
145.0,22932,145.0
145.0,22932,145.0
31.0,1478,33.5
145.0,22932,145.0
122.75,15395,122.75
145.0,22932,145.0
100.5,11538,100.5
3.0,918,29.0
112.5,13134,112.5
3.0,918,29.0
-4296.25,18457978,4296.25
839.75,731943,839.75
1487.75,2213939,1487.75
3.0,918,29.0
-113.0,14072,113.0
122.75,15395,122.75
-1632.25,2664473,1632.25
1093.0,1197726,1093.0
948.75,905218,948.75
-1187.0,1418775,1187.0
-483.75,241070,483.75
-227.75,54673,227.75
-332.0,110298,332.0
281.25,79266,281.25
1053.5,1111706,1053.5
-1390.25,1932842,1390.25
-653.25,434392,653.25
1745.5,3046828,1745.5
-3347.75,11207442,3347.75
-2320.25,5383575,2320.25
380.5,146022,380.5
90.0,8160,90.0
992.5,985971,992.5
-21.5,628,21.5
-2275.25,5177795,2275.25
-2297.5,5278627,2297.5
-2427.75,5894211,2427.75
1706.75,2914842,1706.75
31.0,1478,33.5
536.0,292070,536.0
100.5,11538,100.5
-175.0,30880,175.0
-2457.5,6040532,2457.5
161.0,26676,161.0
122.75,15395,122.75
145.0,22932,145.0
83.25,7329,83.25
31.0,1478,33.5
12.5,852,17.0
83.25,7329,83.25
161.0,26676,161.0
122.75,15395,122.75
83.25,7329,83.25
1316.25,1732561,1316.25
-1105.5,1228311,1105.5
2118.75,4493176,2118.75
2131.5,4545666,2131.5
2105.5,4434700,2105.5
610.5,375587,610.5
-1137.0,1292990,1137.0
-1581.25,2500631,1581.25
2025.75,4104349,2025.75
1624.5,2640495,1624.5
-1250.75,1564484,1250.75
-867.75,754434,867.75
1685.25,2841777,1685.25
-1864.5,3478026,1864.5
1393.5,1942342,1393.5
970.25,941624,970.25
4322.0,18679882,4322.0
1277.0,1630935,1277.0
-4667.25,21814821,4667.25
-552.5,309628,552.5
-1734.75,3011791,1734.75
-1819.75,3312940,1819.75
-2414.75,5831760,2414.75
2314.75,5361361,2314.75
1511.5,2291458,1511.5
-109.25,12130,109.25
891.75,795629,891.75
-2079.0,4324410,2079.0
-2649.75,7021282,2649.75
-145.5,21405,145.5
-1886.75,3562252,1886.75
-2131.75,4544426,2131.75
593.5,355788,593.5
-2277.0,5184744,2277.0
-1968.0,3876056,1968.0
-1562.75,2443375,1562.75
1927.0,3719632,1927.0
-2032.5,4138290,2032.5
-2257.5,5097568,2257.5
1278.0,1638702,1278.0
-2619.0,6859250,2619.0
-725.5,526538,725.5
1319.25,1740491,1319.25
-3460.75,11977280,3460.75
739.0,547056,739.0
1807.75,3269516,1807.75
-1234.0,1525030,1234.0
-1049.0,1101922,1049.0
3051.25,9310193,3051.25
-376.0,141429,376.0
-853.0,728002,853.0
-975.25,954687,975.25
1736.5,3019210,1736.5
311.75,97293,311.75
909.75,879805,909.75
152.75,23532,152.75
-4637.0,21509364,4637.0
765.75,586540,765.75
-5242.0,27479160,5242.0
1030.75,1067408,1030.75
765.75,586540,765.75
1166.75,1361928,1166.75
1103.0,1222330,1103.0
-680.75,463815,680.75
330.75,116499,330.75
-4587.5,21046256,4587.5
-80.5,11104,80.5
-3938.0,15508264,3938.0
-2563.5,6571826,2563.5
-3254.75,10595507,3254.75
-3887.5,15132119,3887.5
-1875.75,3518460,1875.75
465.75,219781,465.75
167.25,29760,167.25
-1190.0,1417978,1190.0
1518.75,2306964,1518.75
-3470.0,12043084,3470.0
-1785.75,3196612,1785.75
-1905.0,3631732,1905.0
-1841.25,3391297,1841.25
-1800.0,3245932,1800.0
-3880.0,15131434,3880.0
-1825.25,3332623,1825.25
-1785.75,3196612,1785.75
-1905.0,3631732,1905.0
-1719.0,2955548,1719.0
-1905.0,3631732,1905.0
-1825.25,3332623,1825.25
-1719.0,2955548,1719.0
-1801.0,3246838,1801.0
-1688.0,2849454,1688.0
-1905.0,3631732,1905.0
-1905.0,3631732,1905.0
-1688.0,2849454,1688.0
-1803.25,3252141,1803.25
-1785.75,3196612,1785.75
-1905.0,3631732,1905.0
-1905.0,3631732,1905.0
-1841.25,3391297,1841.25
-1719.0,2955548,1719.0
-1800.0,3245932,1800.0
-1841.25,3391297,1841.25
-1800.0,3243334,1800.0
1178.5,1390202,1178.5
-271.5,73792,271.5
-1801.0,3246838,1801.0
-1825.25,3332623,1825.25
53.75,3165,53.75
-539.25,290849,539.25
623.5,388763,623.5
-86.75,7636,86.75
-324.0,105016,324.0
-2059.5,4241618,2059.5
-2206.25,4867843,2206.25
-1345.0,1809078,1345.0
-1190.0,1416358,1190.0
-3262.0,10641044,3262.0
-1149.75,1321981,1149.75
-3089.25,9543575,3089.25
-4230.75,17962211,4230.75
-484.5,234774,484.5
-777.5,604566,777.5
-949.25,901085,949.25
-2949.0,8703298,2949.0
-3130.0,9802918,3130.0
-3816.0,14607496,3816.0
-633.5,401380,633.5
-972.75,946933,972.75
-4412.75,19476449,4412.75
-4624.5,21386659,4624.5
-1970.25,3887268,1970.25
-2336.25,5458323,2336.25
-1819.5,3312498,1819.5
-4132.5,17078659,4132.5
-1892.0,3580093,1892.0
-3244.75,10529056,3244.75
-3101.5,9619796,3101.5
1550.5,2410592,1550.5
147.0,22810,147.0
-4933.0,24335248,4933.0
-2673.0,7151002,2673.0
-3606.75,13009149,3606.75
-2669.75,7129047,2669.75
-4015.25,16123648,4015.25
-4943.75,24441373,4943.75
-1748.5,3057582,1748.5
19.25,4663,63.75
-3648.5,13313213,3648.5
-4926.75,24273584,4926.75
-1750.25,3080682,1750.25
-3494.0,12210082,3494.0
258.25,66714,258.25
-2263.25,5132655,2263.25
828.75,689037,828.75
-326.25,106486,326.25
963.0,927658,963.0
1193.0,1423316,1193.0
1099.0,1207830,1099.0
338.25,114434,338.25
424.25,180017,424.25
-1247.25,1557433,1247.25
-3475.0,12078388,3475.0
-580.75,350729,580.75
-3125.0,9765855,3125.0
-4279.25,18330698,4279.25
-892.25,796360,892.25
265.75,76942,265.75
-3354.25,11251081,3354.25
-3155.75,9958916,3155.75
-1940.75,3767097,1940.75
-2763.0,7635558,2763.0
-797.0,635328,797.0
-1461.0,2134809,1461.0
517.75,268843,517.75
-483.5,233874,483.5
455.25,215218,455.25
-2174.5,4731783,2174.5
-2239.0,5013368,2239.0
-1025.5,1056700,1025.5
-4061.0,16491814,4061.0
455.25,215218,455.25
-2354.0,5541375,2354.0
-1565.5,2450946,1565.5
-3619.75,13103337,3619.75
-3919.75,15364791,3919.75
-3979.0,15834640,3979.0
-1586.25,2516958,1586.25
-1783.75,3181854,1783.75
-1100.25,1210552,1100.25
-2842.5,8079848,2842.5
-2963.5,8783234,2963.5
-746.5,557298,746.5
-1513.0,2289334,1513.0
-476.75,227363,476.75
-1649.0,2721914,1649.0
-3306.5,10933012,3306.5
-355.75,127031,355.75
-1906.0,3633006,1906.0
-5592.25,31274044,5592.25
-960.5,923045,960.5
-1995.75,3983272,1995.75
-1865.0,3481609,1865.0
-2603.0,6775804,2603.0
-2694.25,7259413,2694.25
-3416.75,11674497,3416.75
-2692.5,7250507,2692.5
-1376.5,1895804,1376.5
-1938.5,3758447,1938.5
-3853.0,14848374,3853.0
-3135.5,9847636,3135.5
111.5,12718,111.5
-4021.5,16179945,4021.5
87.5,8694,87.5
-99.5,10990,99.5
-2705.25,7327367,2705.25
-157.5,25444,157.5
88.5,9262,88.5
-3479.0,12105230,3479.0
-3091.5,9557652,3091.5
-157.5,25444,157.5
-346.5,120640,346.5
-2138.0,4572572,2138.0
-2791.0,7792286,2791.0
-1645.25,2707012,1645.25
673.0,458118,673.0
1103.0,1222330,1103.0
1264.75,1599784,1264.75
1103.0,1222330,1103.0
728.5,533180,728.5
1176.5,1389949,1176.5
1240.25,1538866,1240.25
1264.75,1599784,1264.75
908.0,824965,908.0
534.25,289969,534.25
1166.75,1361928,1166.75
1176.5,1389949,1176.5
765.75,586540,765.75
-4056.5,16455774,4056.5
-508.75,258850,508.75
-1902.75,3620837,1902.75
-3575.0,12781232,3575.0
-3496.0,12222082,3496.0
-3573.25,12768674,3573.25
-6554.75,43015882,6554.75
-4779.25,22841259,4779.25
-6206.75,38538088,6206.75
-3667.75,13452442,3667.75
-359.25,129308,359.25
286.25,88624,286.25
-2126.75,4523214,2126.75
-2026.75,4110115,2026.75
-1633.5,2668673,1633.5
-2416.75,5840750,2416.75
6422.25,41317908,6422.25
9205.0,84745484,9205.0
5947.25,35386003,5947.25
5788.75,33560262,5788.75
-3528.0,12449438,3528.0
-2674.0,7153052,2674.0
358.0,159344,358.0
-3014.25,9085733,3014.25
-3041.5,9251728,3041.5
1289.25,1662523,1289.25
-4210.5,17728416,4210.5
-2282.0,5228120,2282.0
-4174.0,17422278,4174.0
-1320.25,1746184,1320.25
-3091.75,9558983,3091.75
-1016.5,1036030,1016.5
-2942.75,8673182,2942.75
-701.0,525932,701.0
-402.5,165386,402.5
6064.25,36830581,6064.25
-1768.5,3127716,1768.5
-1749.25,3157400,1749.25
-2058.75,4238739,2058.75
-4215.25,17769098,4215.25
484.0,234548,484.0
-2342.75,5504200,2342.75
-6506.25,42333223,6506.25
-403.5,162951,403.5
-1289.25,1662236,1289.25
-2605.5,6788704,2605.5
-1327.75,1763041,1327.75
1354.0,1834316,1354.0
-3916.25,15337023,3916.25
-1840.25,3388366,1840.25
-3526.0,12434727,3526.0
-2031.5,4127035,2031.5
90.5,9352,90.5
-2928.75,8577961,2928.75
-1118.75,1252342,1118.75
-942.75,888844,942.75
-1431.75,2049966,1431.75
-4833.0,23358074,4833.0
-39.75,3023,41.75
-3077.0,9471816,3077.0
1020.75,1053037,1020.75
-1559.0,2432666,1559.0
-2141.75,4588396,2141.75
-2931.75,8595849,2931.75
-763.25,608077,763.25
-2789.75,7782871,2789.75
-1640.25,2692423,1640.25
-1251.75,1570294,1251.75
-4590.0,21070142,4590.0
-1411.5,2267338,1411.5
-4342.25,18857161,4342.25
509.75,261956,509.75
-3805.0,14489287,3805.0
23.5,814,24.5
-1281.75,1643361,1281.75
618.5,383128,618.5
-4219.0,17801186,4219.0
-900.5,811312,900.5
-374.5,144362,374.5
609.5,371908,609.5
-919.5,845732,919.5
-3297.75,10875536,3297.75
-1569.25,2476904,1569.25
-1024.25,1051729,1024.25
-3875.0,15017186,3875.0
-925.5,857577,925.5
-494.75,244804,494.75
-1808.5,3271118,1808.5
