O*NET-SOC Code,Title,Analyzing Data or Information Combined,Documenting/Recording Information Combined,E-Mail,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined",Getting Information Combined,Information Ordering Combined,Interpreting the Meaning of Information for Others Combined,Processing Information Combined,Programming Combined,Working with Computers Combined
25-1112.00,"Law Teachers, Postsecondary",3.1469714285714288,2.4877857142857147,4.81,1.449485714285714,4.0925142857142855,2.096342857142857,3.790871428571428,2.8195428571428574,1.0803571428571428,2.2706285714285714
25-1113.00,"Social Work Teachers, Postsecondary",2.802542857142857,3.047657142857143,5.0,1.3648000000000002,3.273485714285714,2.2471428571428573,3.5723285714285717,2.5524142857142857,1.1071428571428572,2.8616
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.946742857142857,2.2714428571428567,4.79,1.5500000000000005,2.7673,2.096342857142857,2.592885714285714,1.8372571428571427,1.0206285714285714,2.4997142857142856
25-1122.00,"Communications Teachers, Postsecondary",2.326071428571429,3.1156571428571427,4.93,1.6672857142857145,3.063657142857142,1.9449142857142856,2.7742142857142857,2.4529428571428564,1.0549142857142857,2.6758
25-1123.00,"English Language and Literature Teachers, Postsecondary",3.067742857142857,2.964128571428572,4.76,1.1938857142857144,3.1797,1.94,3.919814285714286,2.5211428571428574,1.0336571428571428,2.4928
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",2.5457714285714284,1.9399714285714285,4.92,1.1454857142857142,3.221714285714285,1.8571428571428568,2.9803,2.037642857142857,1.0942857142857143,2.2426
25-1125.00,"History Teachers, Postsecondary",4.019071428571429,3.110628571428572,4.86,1.3566571428571428,4.296057142857142,2.06,3.739328571428572,3.633371428571429,1.0089285714285714,2.343571428571429
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2.4268,2.282714285714285,4.96,1.2282,3.825571428571428,1.9842857142857144,3.899642857142857,2.479,1.0803571428571428,2.4731714285714284
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",2.3068,2.082228571428572,4.88,1.6059714285714286,3.08,2.023657142857143,2.478428571428571,2.141714285714286,1.0803571428571428,2.4497142857142857
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",2.940428571428572,2.5732,4.82,1.504857142857143,3.2962857142857143,2.096342857142857,3.2352142857142856,2.7679285714285715,1.0135714285714286,2.365828571428572
25-1194.00,"Career/Technical Education Teachers, Postsecondary",2.239171428571429,2.437257142857143,4.49,1.6711142857142858,3.139942857142857,2.044642857142857,2.38,2.17,1.0442857142857145,2.2495
25-2011.00,"Preschool Teachers, Except Special Education",1.1722,1.7731428571428571,2.27,1.1486571428571428,2.436657142857143,1.9257142857142855,1.3107142857142855,1.473,1.0,1.2939142857142858
25-2012.00,"Kindergarten Teachers, Except Special Education",2.440542857142857,2.0845,4.85,1.4370714285714286,2.44,2.0028571428571427,1.7971428571428572,2.0912,1.0178571428571428,2.173
25-2021.00,"Elementary School Teachers, Except Special Education",1.9270857142857143,2.294014285714286,5.0,1.3604,2.2089142857142856,2.3906285714285715,2.1317142857142857,1.9003428571428571,1.0803571428571428,2.822971428571429
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2.803114285714286,3.036514285714285,4.86,1.5669714285714285,2.9504,2.5428571428571427,2.977257142857143,2.5037714285714285,1.0089285714285714,2.2833
25-2023.00,"Career/Technical Education Teachers, Middle School",2.3072,2.438371428571428,4.81,1.7869,3.0915000000000004,1.9085714285714288,2.39,2.3857142857142857,1.0803571428571428,2.834657142857143
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",2.3892857142857142,2.222785714285714,4.96,1.4176,3.004271428571429,2.1677714285714287,2.0841142857142856,2.5428571428571427,1.0664285714285715,2.476514285714286
25-2032.00,"Career/Technical Education Teachers, Secondary School",2.8084,2.6698,4.79,2.057828571428572,3.3765,2.524285714285714,2.7776,3.028342857142857,1.0664285714285715,2.6544
25-2051.00,"Special Education Teachers, Preschool",2.3106285714285715,2.8078000000000003,4.58,1.2624285714285717,3.129142857142857,2.19,2.2882,2.1290285714285715,1.1071428571428572,2.411114285714286
25-2056.00,"Special Education Teachers, Elementary School",3.032028571428571,2.730114285714286,4.88,1.555885714285714,3.142857142857143,2.265085714285714,2.3104,2.828071428571429,1.0664285714285715,2.315
25-2057.00,"Special Education Teachers, Middle School",2.092857142857143,2.0189285714285714,4.99,1.1399142857142857,2.2960000000000003,2.524285714285714,2.0172142857142856,2.0688571428571425,1.0206285714285714,2.3672571428571425
25-2058.00,"Special Education Teachers, Secondary School",2.569628571428572,3.0194714285714284,4.97,1.6034285714285712,2.994142857142857,2.327857142857143,2.763814285714286,2.830985714285714,1.0357142857142856,2.924485714285714
25-2059.01,Adapted Physical Education Specialists,2.1219714285714284,2.557714285714286,4.76,1.4691999999999998,2.984,2.205357142857143,2.059942857142857,1.8794285714285717,1.0089285714285714,2.0048000000000004
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1.7082857142857144,2.0692,4.58,1.268457142857143,2.0559142857142856,2.0,2.570885714285714,1.7052,1.0336571428571428,2.234142857142857
25-3021.00,Self-Enrichment Teachers,1.7704857142857144,2.0032428571428573,3.92,1.208,2.7184428571428576,1.9449142857142856,2.766514285714286,1.6908571428571428,1.0803571428571428,1.5960571428571426
25-3031.00,"Substitute Teachers, Short-Term",1.2267571428571429,1.6916000000000002,3.79,1.2883428571428572,1.9238,1.7734857142857143,1.4017714285714284,1.5553142857142856,1.0135714285714286,1.684642857142857
25-3041.00,Tutors,1.9778857142857145,2.4229000000000003,4.5,1.1564285714285714,2.597514285714285,2.0028571428571427,2.811285714285714,2.0293,1.0271428571428571,2.0185
25-4011.00,Archivists,2.616142857142857,3.8798,4.97,1.9198,3.5992,2.645714285714285,2.875342857142857,3.5764,1.0442857142857145,2.9812571428571424
25-4012.00,Curators,2.763314285714286,3.115,4.73,1.8828571428571428,3.570171428571429,2.275,2.8637714285714284,3.081742857142857,1.1071428571428572,2.413842857142857
25-4013.00,Museum Technicians and Conservators,1.78,2.1858714285714287,4.15,1.7858999999999998,2.848042857142857,2.354914285714286,1.7865142857142855,2.2154857142857143,1.0442857142857145,1.8448
25-4022.00,Librarians and Media Collections Specialists,2.2342857142857144,2.2921428571428573,4.83,1.5461714285714288,3.0845857142857143,2.31,2.309828571428572,2.546514285714286,1.197142857142857,2.918085714285714
25-4031.00,Library Technicians,1.3827142857142856,1.8911285714285715,4.71,1.2844285714285717,2.5531428571428574,1.8571428571428568,1.6169000000000002,2.0648,1.0664285714285715,2.41
25-9021.00,Farm and Home Management Educators,2.517714285714286,2.2854142857142854,5.0,1.7145428571428571,3.1988000000000003,2.765714285714286,2.628,2.4950857142857146,1.077942857142857,2.503857142857143
25-9031.00,Instructional Coordinators,3.351485714285715,2.4761285714285712,5.0,1.8611714285714287,3.117957142857143,2.524285714285714,2.7782285714285715,3.0684142857142858,1.0549142857142857,2.9467857142857143
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",1.9581142857142857,2.8189,3.64,1.7938,2.9270714285714288,2.216428571428572,2.1746857142857143,2.4045,1.0442857142857145,1.7208
25-9043.00,"Teaching Assistants, Special Education",1.4767,1.7896857142857143,3.66,1.2714,2.507771428571429,1.9257142857142855,1.869614285714286,1.6204571428571426,1.0664285714285715,1.7565857142857142
25-9044.00,"Teaching Assistants, Postsecondary",2.0847999999999995,2.42,4.77,1.6937714285714285,2.499757142857143,1.8571428571428568,2.5792,2.294985714285714,1.1071428571428572,2.5778
27-1011.00,Art Directors,2.193485714285714,1.7135571428571428,4.75,1.4169142857142856,3.304185714285715,2.524285714285714,2.3092571428571427,1.6578,1.0535714285714286,3.4021
27-1012.00,Craft Artists,1.4616857142857145,1.7912142857142856,4.39,1.727242857142857,2.459528571428572,1.8571428571428568,1.3064285714285715,1.7034571428571432,1.0206285714285714,1.8837714285714284
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",1.510857142857143,1.2404285714285714,3.9,1.3790714285714287,2.1931000000000003,1.8571428571428568,1.3725428571428573,1.6522428571428571,1.0549142857142857,2.019142857142857
27-1014.00,Special Effects Artists and Animators,1.941142857142857,1.587257142857143,5.0,1.675857142857143,2.840928571428571,2.1492,2.0544857142857142,2.5518571428571426,1.2592,3.5782857142857143
27-1021.00,Commercial and Industrial Designers,2.015,2.1817,5.0,1.773257142857143,2.9459,2.4522285714285714,1.614842857142857,2.547357142857143,1.1885714285714286,2.7865714285714285
27-1022.00,Fashion Designers,1.9483,2.046857142857143,4.73,2.0742571428571432,2.927671428571429,1.9449142857142856,1.9765,2.424314285714286,1.0271428571428571,2.6408
27-1023.00,Floral Designers,1.4934857142857143,1.995657142857143,4.23,2.181342857142857,2.507571428571429,2.0028571428571427,1.073,1.5038,1.0206285714285714,1.9073714285714285
27-1024.00,Graphic Designers,1.6010714285714287,1.7714285714285714,4.9,1.5371428571428574,3.34,1.9085714285714288,2.3185714285714285,2.26,1.2208,3.3035714285714284
27-1025.00,Interior Designers,2.300742857142857,2.564057142857143,4.96,2.2342,3.545457142857143,2.096342857142857,2.0726,2.8540857142857146,1.1257142857142857,2.9738285714285717
27-1026.00,Merchandise Displayers and Window Trimmers,1.531942857142857,1.146742857142857,3.75,1.6534,2.4899,2.044642857142857,1.5488,1.6124142857142856,1.0357142857142856,1.7542857142857144
27-1027.00,Set and Exhibit Designers,1.682314285714286,1.6012,4.86,1.8357142857142856,3.4222,2.4732142857142856,1.7857142857142856,1.7670571428571429,1.0942857142857143,2.6157142857142857
27-2011.00,Actors,1.1537714285714284,1.416742857142857,4.68,1.1653,1.942742857142857,1.8057142857142856,1.3565714285714283,1.063,1.0,1.1718285714285714
27-2012.00,Producers and Directors,2.2862285714285715,2.2739714285714285,5.0,2.0516,3.5306285714285712,2.4732142857142856,2.0174142857142856,2.929042857142857,1.0942857142857143,3.127428571428572
27-2012.03,Media Programming Directors,2.122,2.606057142857143,5.0,1.9399,3.1384000000000003,2.4035714285714285,2.064,2.508142857142857,1.0535714285714286,2.4924285714285714
27-2012.04,Talent Directors,1.285842857142857,1.857828571428572,4.93,1.4732,3.235,2.044642857142857,1.495,1.7367142857142857,1.0549142857142857,2.010228571428572
27-2012.05,Media Technical Directors/Managers,2.513114285714286,2.0522285714285715,4.99,1.5454285714285714,3.0377999999999994,2.2928571428571427,2.1990857142857143,2.3068,1.12,2.815942857142857
27-2021.00,Athletes and Sports Competitors,3.0562,2.290657142857143,4.03,2.307428571428572,3.07,1.9642857142857144,2.0681714285714285,2.8822857142857146,1.0,1.5264714285714287
27-2022.00,Coaches and Scouts,2.3464,2.0025714285714287,4.66,1.2621714285714285,2.602514285714286,2.645714285714285,1.9894,2.3328,1.0135714285714286,2.127657142857143
27-2023.00,"Umpires, Referees, and Other Sports Officials",1.5203571428571427,1.8630714285714287,3.76,1.2,2.803857142857143,1.7734857142857143,1.9005142857142856,1.8217857142857143,1.0,1.3745714285714286
27-2031.00,Dancers,1.0902,1.1162857142857143,2.67,1.0658714285714286,2.2931428571428567,1.837942857142857,1.2506285714285714,1.1253428571428572,1.0,1.0114
27-2032.00,Choreographers,1.2051714285714286,1.8357142857142856,4.76,1.2008571428571428,2.3428571428571425,2.086428571428572,1.9142857142857144,1.7794285714285714,1.0020571428571428,1.5263714285714287
27-2041.00,Music Directors and Composers,1.8969142857142856,1.8772571428571427,4.58,1.4281428571428572,3.0589428571428567,2.571428571428571,1.7475999999999998,1.7875714285714286,1.1408,2.140942857142857
27-2042.00,Musicians and Singers,2.0339,1.432,3.51,1.4009,2.3713571428571427,1.8571428571428568,1.6654285714285717,2.6796571428571427,1.0135714285714286,1.1405714285714286
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.8092,2.6921285714285714,4.91,1.816657142857143,2.9044,1.9449142857142856,2.036542857142857,2.544528571428572,1.0020571428571428,2.4352
27-3023.00,"News Analysts, Reporters, and Journalists",2.6614,2.600071428571429,4.83,1.6878714285714287,3.555542857142857,2.19,3.118514285714286,2.4795857142857143,1.0535714285714286,2.1721714285714286
27-3031.00,Public Relations Specialists,2.4315,1.874714285714286,4.95,1.5837571428571429,3.808157142857143,1.8571428571428568,2.991214285714286,2.18,1.0271428571428571,2.5135428571428573
27-3041.00,Editors,2.3238857142857143,2.0672,4.89,1.4185,3.0847857142857147,2.2308,2.1438428571428574,2.6101428571428573,1.0664285714285715,2.6728
27-3042.00,Technical Writers,2.9585714285714286,2.851857142857143,4.74,1.7098,2.9266428571428573,2.4971428571428573,3.0622285714285717,3.1741571428571427,1.0206285714285714,3.140214285714286
27-3043.00,Writers and Authors,1.2944,1.3565714285714283,5.0,1.0275285714285711,3.2737142857142856,1.8914285714285717,1.7057142857142855,1.3991285714285715,1.0664285714285715,1.8297285714285716
27-3043.05,"Poets, Lyricists and Creative Writers",1.9914285714285715,2.704428571428571,4.45,1.2966285714285717,3.6117,2.023657142857143,1.9875714285714283,2.1100000000000003,1.0803571428571428,2.278428571428572
27-3091.00,Interpreters and Translators,2.0547142857142857,2.3741142857142856,4.52,1.5158285714285715,2.8006857142857147,2.422142857142857,4.0528,1.8387142857142853,1.0020571428571428,1.8717142857142852
27-3092.00,Court Reporters and Simultaneous Captioners,1.3332,3.9029,4.63,1.482057142857143,2.796785714285714,1.9642857142857144,1.3168000000000002,2.7932571428571427,1.0020571428571428,3.1059999999999994
27-4011.00,Audio and Video Technicians,2.3342285714285715,2.262085714285714,4.56,1.7762857142857142,2.403942857142857,2.524285714285714,1.8646000000000005,2.564514285714285,1.1785714285714286,2.7598857142857143
27-4012.00,Broadcast Technicians,2.191628571428572,2.746385714285714,4.97,2.1628,2.605771428571429,2.0028571428571427,1.9657142857142855,2.489028571428572,1.3008,3.1122
27-4014.00,Sound Engineering Technicians,1.789942857142857,2.7024,4.88,1.7149714285714284,2.765714285714286,1.9449142857142856,1.9985714285714289,2.2896,1.0942857142857143,3.8224
27-4021.00,Photographers,1.874714285714286,1.9152,4.95,1.942,2.8669285714285717,1.8571428571428568,1.506642857142857,2.09,1.0549142857142857,3.2921142857142858
27-4031.00,"Camera Operators, Television, Video, and Film",1.5388571428571427,2.103357142857143,4.75,1.5348857142857142,2.8257714285714286,2.0028571428571427,1.3295428571428571,1.6204285714285716,1.0271428571428571,2.7672
27-4032.00,Film and Video Editors,2.3158000000000003,2.752942857142857,5.0,1.931542857142857,3.081514285714286,2.524285714285714,2.0234,2.529528571428571,1.0442857142857145,3.460214285714286
29-1011.00,Chiropractors,2.513757142857143,3.44,4.27,1.8156571428571429,3.253428571428572,2.524285714285714,2.5193142857142856,3.104285714285714,1.0357142857142856,2.5117142857142856
29-1021.00,"Dentists, General",2.6206571428571426,3.4402,4.03,2.1438428571428574,3.6496,2.645714285714285,2.2888,3.0838,1.0664285714285715,2.058
29-1022.00,Oral and Maxillofacial Surgeons,3.3085000000000004,3.276742857142857,4.09,2.6350285714285717,3.3863,2.748571428571428,2.5804285714285715,3.333857142857142,1.0357142857142856,2.359142857142857
29-1023.00,Orthodontists,2.038685714285714,2.7873142857142854,4.35,1.7585000000000002,3.0260714285714285,2.571428571428571,2.011,2.1088,1.0271428571428571,2.0179
29-1024.00,Prosthodontists,3.1888,3.721042857142857,4.64,2.2071428571428573,3.499257142857143,2.1492,2.898628571428572,3.2194714285714285,1.0942857142857143,2.4742
29-1031.00,Dietitians and Nutritionists,2.9305714285714286,2.9057000000000004,4.9,1.5529857142857142,3.435,2.571428571428571,2.7525571428571425,2.8492,1.1071428571428572,2.4627285714285714
29-1041.00,Optometrists,3.539428571428571,3.5970000000000004,4.9,2.308542857142857,4.1195,2.645714285714285,3.1932142857142862,3.850142857142857,1.1408,2.629257142857143
29-1051.00,Pharmacists,2.2168,2.747942857142857,4.64,1.8421428571428573,2.5690857142857144,2.6185714285714288,2.2383999999999995,3.1105000000000005,1.0442857142857145,2.2865714285714285
29-1071.00,Physician Assistants,3.6048857142857136,3.7756,4.97,1.8619142857142856,4.352685714285714,2.7142857142857144,3.4130857142857143,3.3879428571428574,1.1408,2.746785714285714
29-1071.01,Anesthesiologist Assistants,3.0879571428571437,3.3285714285714283,3.39,2.2096,3.146057142857143,2.3392857142857144,1.8316,3.0925000000000007,1.0336571428571428,1.7384
29-1081.00,Podiatrists,2.304885714285714,3.805471428571429,4.62,1.9576,3.31,2.3857142857142857,2.980714285714286,2.9691857142857145,1.0357142857142856,3.3016428571428573
29-1122.00,Occupational Therapists,2.7355,3.568371428571429,4.73,1.9195714285714285,3.3952857142857145,2.645714285714285,2.812857142857143,2.8096,1.1071428571428572,2.2432
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",2.127,2.6473000000000004,4.74,1.4408285714285716,3.021085714285714,2.3192,2.1412,1.7721857142857145,1.0271428571428571,2.1849285714285718
29-1123.00,Physical Therapists,2.201885714285714,3.229028571428572,3.82,1.6367285714285715,3.4746857142857146,2.596342857142857,2.468,2.767028571428572,1.077942857142857,2.246142857142857
29-1124.00,Radiation Therapists,2.6132,3.5776,4.72,2.3915,3.004,2.4522285714285714,2.7192857142857143,3.0436428571428573,1.12,3.076285714285714
29-1125.00,Recreational Therapists,1.7069142857142856,2.684028571428572,4.79,1.3828,2.9928,2.354914285714286,1.7979142857142856,1.8316,1.0442857142857145,2.210628571428572
29-1126.00,Respiratory Therapists,2.984928571428571,3.533514285714286,4.14,2.066942857142857,3.3695142857142857,2.5428571428571427,2.3231714285714284,2.948885714285714,1.0357142857142856,2.462757142857143
29-1127.00,Speech-Language Pathologists,3.2425,3.6398000000000006,4.18,1.2601714285714287,3.536371428571428,2.6185714285714288,2.4076,2.8514285714285714,1.077942857142857,2.550971428571428
29-1128.00,Exercise Physiologists,2.683942857142857,2.8167142857142853,4.64,1.5282142857142855,3.2597714285714283,2.354914285714286,2.6796,2.697142857142857,1.1408,2.4228571428571426
29-1129.01,Art Therapists,2.346157142857143,3.3637714285714284,4.72,1.6108142857142858,3.3641,2.0,2.864285714285714,2.425657142857143,1.1106285714285715,1.9999
29-1129.02,Music Therapists,2.032,3.067428571428572,4.58,1.3584571428571428,3.0152,2.4732142857142856,2.1616,2.261542857142857,1.0206285714285714,1.9429714285714288
29-1131.00,Veterinarians,2.8915,2.9234,4.5,2.0102857142857147,3.735542857142857,2.571428571428571,2.667657142857143,2.8603,1.0089285714285714,1.9344
29-1141.00,Registered Nurses,3.1305285714285715,3.7406,4.31,1.4702571428571427,3.4762285714285714,2.645714285714285,2.4576857142857143,2.546514285714286,1.0549142857142857,2.8058857142857145
29-1141.01,Acute Care Nurses,2.689285714285714,3.375,3.86,1.762714285714286,3.1519857142857144,2.7142857142857144,2.673142857142857,2.505,1.0271428571428571,2.5809999999999995
29-1141.02,Advanced Practice Psychiatric Nurses,3.1594857142857142,3.9322,4.91,1.7163142857142857,3.6367,2.645714285714285,3.2074857142857143,3.9937,1.0664285714285715,2.545
29-1141.03,Critical Care Nurses,2.9578285714285717,3.325,4.54,1.7325,3.8125,2.596342857142857,3.0170285714285714,3.010742857142857,1.0942857142857143,2.7424
29-1141.04,Clinical Nurse Specialists,3.214771428571429,3.063428571428571,5.0,2.4348571428571426,3.4231428571428566,2.571428571428571,2.7565714285714287,3.374642857142857,1.0020571428571428,2.491428571428571
29-1151.00,Nurse Anesthetists,3.766628571428571,3.8914285714285706,4.04,2.681985714285714,4.066800000000001,2.782857142857143,2.8596571428571425,3.635285714285714,1.0135714285714286,2.6515
29-1161.00,Nurse Midwives,2.9530000000000003,3.9577714285714287,4.85,1.7757142857142858,4.199842857142857,2.4971428571428573,3.0814285714285714,3.2381714285714285,1.0549142857142857,2.487142857142857
29-1171.00,Nurse Practitioners,3.3891142857142857,3.949257142857143,4.96,1.8786,4.014100000000001,2.7142857142857144,3.2586,3.4455714285714287,1.0271428571428571,2.7462857142857144
29-1181.00,Audiologists,2.859,3.425814285714286,4.95,1.9997714285714283,3.6115714285714287,2.4971428571428573,3.1632,3.0650000000000004,1.1071428571428572,3.202757142857142
29-1211.00,Anesthesiologists,3.6799999999999993,3.452514285714285,4.39,2.770557142857143,3.7077714285714287,2.6950857142857143,2.8109714285714285,3.725842857142857,1.0020571428571428,2.111742857142857
29-1213.00,Dermatologists,2.353857142857143,3.7356857142857143,4.7,1.5620285714285715,3.6994857142857134,2.4732142857142856,2.6425,2.7722999999999995,1.1408,2.515428571428572
29-1214.00,Emergency Medicine Physicians,3.866871428571428,3.604,4.69,2.065,4.080414285714285,3.0592,3.6481142857142856,3.853642857142858,1.1339285714285714,2.679542857142857
29-1215.00,Family Medicine Physicians,3.2425,3.783314285714286,3.98,1.3364,3.6771142857142856,2.205357142857143,2.640814285714286,2.103014285714285,1.0135714285714286,2.3845
29-1216.00,General Internal Medicine Physicians,3.6889142857142856,3.7790285714285714,4.67,2.3305857142857143,3.5186,2.765714285714286,3.2913142857142854,3.439128571428572,1.0942857142857143,2.532285714285714
29-1217.00,Neurologists,4.148942857142858,4.147728571428571,4.73,2.578642857142857,4.3544,2.748571428571428,3.8998,4.027642857142856,1.0942857142857143,2.684414285714286
29-1218.00,Obstetricians and Gynecologists,3.6656,3.5669285714285714,4.7,2.6028571428571428,3.539428571428571,2.571428571428571,3.201142857142857,3.240185714285714,1.0336571428571428,2.794428571428571
29-1221.00,"Pediatricians, General",1.933214285714286,3.659285714285714,4.03,1.6953571428571428,3.502742857142857,2.571428571428571,3.221371428571429,2.960585714285714,1.0271428571428571,2.233885714285714
29-1222.00,"Physicians, Pathologists",3.048228571428571,3.564285714285714,4.92,2.081,3.952900000000001,2.6950857142857143,2.9825,3.965357142857143,1.22,2.663428571428572
29-1223.00,Psychiatrists,3.104142857142857,3.1438857142857146,4.83,1.4769,4.154,2.6185714285714288,2.7565714285714287,2.864,1.0442857142857145,2.0332
29-1224.00,Radiologists,3.398328571428572,3.2482714285714285,4.15,2.296685714285714,3.6645428571428575,2.6185714285714288,3.5382,3.720071428571429,1.0271428571428571,3.310028571428571
29-1229.01,Allergists and Immunologists,3.212371428571428,3.783628571428572,4.65,1.862857142857143,3.9362,2.205357142857143,3.004,2.793628571428571,1.0535714285714286,2.587857142857142
29-1229.02,Hospitalists,3.916685714285714,3.692571428571428,4.6,2.213714285714285,4.018285714285714,2.6185714285714288,3.685257142857143,4.1164,1.0357142857142856,2.8189714285714285
29-1229.03,Urologists,4.090857142857143,4.545999999999999,5.0,2.3212,4.014942857142857,2.645714285714285,3.1638571428571427,4.342085714285714,1.0664285714285715,3.4822285714285712
29-1229.04,Physical Medicine and Rehabilitation Physicians,3.010685714285714,3.5376,4.81,2.4043428571428573,3.609828571428572,2.8020571428571426,3.283428571428572,3.620800000000001,1.0942857142857143,2.5228
29-1229.05,Preventive Medicine Physicians,3.8276571428571424,2.679442857142857,4.95,2.7496857142857145,4.070171428571428,2.748571428571428,3.672485714285714,3.919757142857143,1.0442857142857145,2.673142857142857
29-1229.06,Sports Medicine Physicians,3.962971428571429,3.401,4.71,2.5066,4.152314285714287,2.4522285714285714,2.4685714285714284,3.1586,1.157142857142857,2.3589714285714285
29-1241.00,"Ophthalmologists, Except Pediatric",4.147728571428571,4.031599999999999,4.97,3.2908000000000004,3.929928571428571,2.571428571428571,3.5232,4.149357142857142,1.1257142857142857,1.8844285714285716
29-1291.00,Acupuncturists,2.3020000000000005,3.215028571428572,4.66,1.3108857142857144,3.364285714285714,1.8914285714285717,2.267857142857143,2.0478,1.0089285714285714,1.7511
29-1292.00,Dental Hygienists,2.1946714285714286,2.716328571428572,2.68,2.1594571428571427,2.7425,1.8914285714285717,2.4091142857142858,2.4290714285714285,1.0271428571428571,2.2770571428571427
29-1299.01,Naturopathic Physicians,3.369828571428572,3.4493714285714283,4.96,1.8996571428571427,3.933485714285714,2.645714285714285,3.3053714285714286,2.9798857142857145,1.0664285714285715,2.349485714285714
29-1299.02,Orthoptists,2.673357142857143,3.221714285714286,4.57,1.391857142857143,3.465828571428572,2.0342857142857143,2.771828571428572,2.5302285714285717,1.0803571428571428,2.2389714285714284
29-2011.00,Medical and Clinical Laboratory Technologists,3.7375,3.3718000000000004,4.86,2.6378,2.9768571428571438,2.782857142857143,2.296685714285714,3.7489,1.25,2.7693571428571424
29-2011.01,Cytogenetic Technologists,3.192142857142857,3.081828571428571,4.7,1.7190857142857143,2.886657142857143,2.7142857142857144,2.3769,2.984928571428571,1.0271428571428571,2.3725000000000005
29-2011.02,Cytotechnologists,2.108414285714286,3.148857142857143,4.68,1.552914285714286,2.7772857142857146,2.2857142857142856,1.7067,2.2878857142857143,1.1428571428571428,2.553985714285714
29-2011.04,Histotechnologists,1.7485714285714289,2.5588571428571427,4.67,1.6022857142857143,2.1227142857142853,2.086428571428572,1.3427714285714287,2.0951,1.1339285714285714,2.1072285714285712
29-2012.00,Medical and Clinical Laboratory Technicians,2.919028571428572,3.386428571428571,4.15,1.9464857142857144,3.219714285714286,2.4893714285714283,2.4653285714285715,3.680228571428572,1.1257142857142857,3.1981428571428574
29-2012.01,Histology Technicians,1.762742857142857,2.5517714285714286,4.44,1.448,2.3248,2.02,1.478514285714286,2.0182857142857147,1.0664285714285715,1.8352
29-2031.00,Cardiovascular Technologists and Technicians,2.5226571428571427,3.242114285714286,3.98,1.7570428571428574,2.9953142857142856,2.2071428571428573,2.289828571428571,2.5485714285714285,1.0549142857142857,2.7395714285714288
29-2032.00,Diagnostic Medical Sonographers,2.455057142857143,2.907657142857143,3.39,1.8500142857142856,3.093,1.9449142857142856,2.489285714285714,2.669314285714286,1.0089285714285714,2.498514285714286
29-2033.00,Nuclear Medicine Technologists,1.854857142857143,2.877914285714285,4.07,1.9599428571428572,2.764571428571428,2.4732142857142856,2.079742857142857,2.5850285714285715,1.077942857142857,2.9778571428571428
29-2034.00,Radiologic Technologists and Technicians,1.6322142857142856,2.6068571428571428,4.42,1.4278,2.3754285714285714,2.216428571428572,1.927457142857143,1.826,1.1071428571428572,2.8518
29-2035.00,Magnetic Resonance Imaging Technologists,2.249071428571429,3.1924,4.52,1.7995,2.8109714285714285,2.1635714285714283,1.964114285714286,2.683642857142857,1.0803571428571428,3.101942857142857
29-2036.00,Medical Dosimetrists,3.4142857142857146,3.6222857142857143,4.8,2.225357142857143,3.2470000000000003,2.542057142857143,2.7399999999999998,3.5148571428571422,1.231428571428571,3.66
29-2051.00,Dietetic Technicians,2.1589285714285715,2.359171428571428,3.22,2.0726714285714287,2.829428571428571,1.9449142857142856,1.7113714285714288,2.769142857142857,1.0357142857142856,1.5514285714285714
29-2052.00,Pharmacy Technicians,2.284942857142857,2.642642857142857,4.66,1.9585714285714289,3.206971428571429,2.2767857142857144,2.021628571428572,2.986428571428571,1.0357142857142856,2.5533
29-2053.00,Psychiatric Technicians,1.3886,2.737142857142857,4.12,1.181457142857143,2.8674285714285714,1.9642857142857144,1.8039142857142856,2.2,1.0357142857142856,1.7424571428571427
29-2055.00,Surgical Technologists,1.8245714285714287,2.0575,3.1,1.9734142857142856,3.2125714285714286,2.086428571428572,2.0495714285714284,2.201857142857143,1.0020571428571428,1.6897857142857142
29-2056.00,Veterinary Technologists and Technicians,2.181342857142857,3.050885714285714,3.62,2.2180142857142857,3.113742857142857,2.327857142857143,2.2812571428571427,2.365,1.0803571428571428,2.032514285714285
29-2057.00,Ophthalmic Medical Technicians,1.6864,2.817228571428571,4.5,1.3110142857142857,2.911928571428572,1.8571428571428568,1.826,2.444742857142857,1.0357142857142856,2.3242857142857143
29-2061.00,Licensed Practical and Licensed Vocational Nurses,2.5576,3.4785714285714286,3.78,1.860228571428572,3.1756,2.1635714285714283,2.0038857142857145,2.708928571428572,1.0089285714285714,2.479971428571429
